Size [pixels]	Fo	Fo_gauss	Fo_median	Fm	Fv	Fp	Fp-median	Fp-gauss	Fp-average	Fm_L1	Fm_L2	Fm_L3	Fm_L4	Fm_Lss	Fm_D1	Fm_D2	Fm_D3	Ft_L1	Ft_L2	Ft_L3	Ft_L4	Ft_Lss	Ft_D1	Ft_D2	Ft_D3	Fo_L1	Fo_L2	Fo_L3	Fo_L4	Fo_Lss	Fo_D1	Fo_D2	Fo_D3	Fv_L1	Fv_L2	Fv_L3	Fv_L4	Fv_Lss	Fv_D1	Fv_D2	Fv_D3	Fq_L1	Fq_L2	Fq_L3	Fq_L4	Fq_Lss	Fq_D1	Fq_D2	Fq_D3	QY_max	Fv/Fm_L1	Fv/Fm_L2	Fv/Fm_L3	Fv/Fm_L4	Fv/Fm_Lss	Fv/Fm_D1	Fv/Fm_D2	Fv/Fm_D3	QY_L1	QY_L2	QY_L3	QY_L4	QY_Lss	QY_D1	QY_D2	QY_D3	NPQ_L1	NPQ_L2	NPQ_L3	NPQ_L4	NPQ_Lss	NPQ_D1	NPQ_D2	NPQ_D3	qN_L1	qN_L2	qN_L3	qN_L4	qN_Lss	qN_D1	qN_D2	qN_D3	qP_L1	qP_L2	qP_L3	qP_L4	qP_Lss	qP_D1	qP_D2	qP_D3	qL_L1	qL_L2	qL_L3	qL_L4	qL_Lss	qL_D1	qL_D2	qL_D3	Rfd_L1	Rfd_L2	Rfd_L3	Rfd_L4	Rfd_Lss	plant	inoculation
2159.0	73.87	73.87	59.0	574.11	500.23	594.98	543.02	714.53	639.61	528.31	392.79	317.51	267.35	242.84	489.38	507.4	505.32	507.21	392.45	301.13	241.99	209.09	89.57	91.12	89.25	73.04	69.53	66.61	63.95	62.37	72.19	72.6	72.57	455.28	323.26	250.91	203.39	180.48	417.19	434.8	432.75	21.1	0.34	16.38	25.35	33.76	399.81	416.28	416.07	0.87	0.86	0.82	0.79	0.76	0.74	0.85	0.86	0.86	0.03	-0.01	0.04	0.08	0.13	0.82	0.82	0.82	0.1	0.47	0.83	1.19	1.42	0.19	0.14	0.15	0.09	0.35	0.5	0.6	0.65	0.17	0.13	0.14	0.04	-0.01	0.05	0.1	0.17	0.96	0.96	0.96	0.18	-0.19	0.03	0.19	0.36	1.2	1.23	1.21	0.19	0.54	1.05	1.62	2.2	AT5G45470	E+
1117.0	64.45	64.45	50.32	525.67	461.22	554.93	503.97	678.84	602.7	489.68	407.96	332.94	283.69	264.22	413.0	461.12	464.53	478.42	409.52	329.06	268.7	247.49	81.36	82.95	81.12	63.86	62.11	59.93	58.0	57.08	62.24	63.31	63.38	425.83	345.84	273.01	225.68	207.14	350.76	397.81	401.15	11.27	-1.56	3.88	14.99	16.74	331.64	378.17	383.41	0.88	0.87	0.85	0.82	0.79	0.78	0.85	0.86	0.86	0.02	-0.01	-0.0	0.04	0.05	0.8	0.82	0.82	0.08	0.3	0.61	0.89	1.03	0.29	0.15	0.15	0.07	0.25	0.41	0.51	0.55	0.24	0.13	0.13	0.02	-0.02	-0.0	0.04	0.05	0.95	0.95	0.96	0.01	-0.28	-0.23	-0.02	-0.02	1.24	1.27	1.24	0.19	0.39	0.75	1.15	1.36	AT5G45470	E+
1641.0	78.18	78.18	63.42	591.02	512.84	636.51	583.45	774.65	687.67	548.12	438.9	359.74	306.63	287.92	475.68	506.8	509.73	550.44	438.78	355.63	304.32	282.79	100.78	100.02	96.65	77.33	74.58	71.75	69.24	68.22	75.63	76.42	76.51	470.79	364.31	287.99	237.39	219.7	400.05	430.38	433.22	-2.32	0.12	4.1	2.31	5.14	374.9	406.78	413.08	0.87	0.86	0.83	0.8	0.77	0.76	0.84	0.85	0.85	-0.01	-0.01	-0.0	-0.01	-0.0	0.78	0.8	0.81	0.09	0.36	0.67	0.96	1.1	0.27	0.18	0.17	0.08	0.29	0.44	0.54	0.58	0.22	0.16	0.15	-0.02	-0.02	-0.01	-0.02	-0.01	0.93	0.95	0.96	-0.25	-0.25	-0.26	-0.29	-0.28	1.24	1.23	1.2	0.18	0.48	0.85	1.22	1.36	AT5G45470	E+
1290.0	59.09	59.09	44.9	496.29	437.19	533.29	475.67	676.44	587.46	440.32	340.75	300.27	269.49	255.72	382.28	398.37	403.97	441.17	338.77	285.46	256.91	241.42	74.45	77.02	75.11	58.2	55.78	54.47	53.3	52.71	56.91	57.29	57.42	382.12	284.97	245.8	216.19	203.0	325.37	341.08	346.55	-0.86	1.98	14.81	12.58	14.3	307.83	321.35	328.86	0.88	0.87	0.83	0.82	0.8	0.79	0.85	0.85	0.86	-0.02	-0.01	0.02	0.02	0.03	0.81	0.81	0.81	0.15	0.49	0.71	0.91	1.02	0.34	0.29	0.26	0.12	0.34	0.43	0.5	0.54	0.25	0.22	0.2	-0.02	-0.02	0.02	0.01	0.03	0.95	0.95	0.95	-0.43	-0.4	-0.29	-0.32	-0.21	1.24	1.28	1.27	0.3	0.64	0.98	1.23	1.45	AT5G45470	E+
1501.0	92.08	92.08	74.46	677.16	585.08	705.18	635.39	853.4	763.85	579.13	396.95	332.39	285.39	257.6	521.89	546.87	544.41	592.23	398.79	323.44	280.42	254.8	114.8	108.55	105.92	89.92	83.67	80.25	77.03	74.67	88.34	89.05	88.98	489.22	313.28	252.14	208.36	182.93	433.55	457.82	455.43	-13.1	-1.84	8.95	4.97	2.8	407.09	438.32	438.5	0.86	0.84	0.79	0.76	0.73	0.7	0.83	0.83	0.83	-0.04	-0.01	0.01	0.0	-0.02	0.78	0.8	0.81	0.21	0.74	1.09	1.45	1.78	0.36	0.3	0.3	0.17	0.47	0.58	0.65	0.7	0.27	0.23	0.23	-0.06	-0.03	0.01	-0.0	-0.06	0.95	0.96	0.97	-0.57	-0.32	-0.18	-0.32	-0.66	1.2	1.14	1.12	0.25	0.89	1.32	2.02	2.17	AT5G45470	E+
1172.0	63.2	63.2	48.13	495.86	432.66	536.32	477.87	676.89	590.57	449.25	355.36	297.94	258.57	243.72	383.51	409.82	413.71	454.12	356.93	294.33	253.14	236.24	77.16	78.45	76.51	62.34	59.95	57.94	56.19	55.34	60.79	61.47	61.55	386.91	295.42	240.0	202.38	188.39	322.72	348.36	352.16	-4.87	-1.57	3.6	5.43	7.48	306.35	331.38	337.2	0.87	0.86	0.83	0.8	0.78	0.77	0.84	0.85	0.85	-0.02	-0.03	-0.01	-0.01	-0.0	0.8	0.81	0.81	0.12	0.43	0.7	0.98	1.11	0.32	0.24	0.23	0.1	0.31	0.44	0.53	0.57	0.25	0.19	0.18	-0.03	-0.04	-0.02	-0.02	-0.01	0.95	0.95	0.96	-0.86	-0.71	-0.34	-0.48	-1.09	1.22	1.23	1.28	0.22	0.55	0.91	1.54	1.44	AT5G45470	E+
563.0	75.83	75.83	58.84	568.09	492.26	597.68	536.51	728.85	649.19	532.7	410.72	307.92	256.56	231.15	472.28	486.76	488.62	528.24	414.34	308.73	261.34	225.59	90.7	88.72	84.78	75.16	71.97	67.72	64.74	62.82	73.69	74.08	74.13	457.54	338.75	240.2	191.81	168.33	398.58	412.68	414.49	4.47	-3.62	-0.81	-4.78	5.56	381.57	398.03	403.85	0.87	0.86	0.82	0.78	0.74	0.72	0.84	0.85	0.85	0.0	-0.02	-0.02	-0.04	-0.0	0.81	0.82	0.83	0.08	0.42	0.89	1.29	1.58	0.24	0.21	0.2	0.07	0.31	0.52	0.62	0.67	0.2	0.17	0.17	0.0	-0.03	-0.04	-0.07	-0.01	0.96	0.97	0.98	-0.12	-0.39	-0.4	-0.59	-0.38	1.17	1.15	1.12	0.18	0.5	1.08	1.45	1.9	AT5G45470	E+
827.0	98.05	98.05	79.59	725.16	627.11	752.1	679.56	905.36	812.99	624.2	417.57	364.27	321.64	295.14	580.54	606.49	611.29	632.8	417.8	352.42	309.8	286.43	118.31	120.89	117.89	95.86	88.73	86.02	83.34	81.31	94.79	95.49	95.59	528.34	328.84	278.26	238.29	213.83	485.75	511.0	515.7	-8.6	-0.23	11.86	11.84	8.71	462.23	485.6	493.4	0.87	0.85	0.79	0.76	0.74	0.72	0.84	0.84	0.84	-0.02	-0.01	0.02	0.02	0.01	0.8	0.8	0.81	0.18	0.76	1.02	1.31	1.51	0.27	0.22	0.2	0.16	0.48	0.56	0.62	0.66	0.23	0.19	0.18	-0.03	-0.02	0.02	0.02	0.01	0.95	0.95	0.96	-0.27	-0.26	-0.07	-0.16	-0.21	1.19	1.21	1.19	0.23	0.91	1.29	1.95	1.78	AT5G45470	E+
462.0	92.55	92.55	75.21	702.17	609.63	723.89	652.22	871.47	781.49	623.84	471.21	409.56	359.74	339.62	556.43	582.23	588.22	616.65	470.85	389.06	346.86	323.41	112.56	113.69	111.62	90.97	86.56	84.18	81.68	80.39	89.36	90.04	90.16	532.87	384.65	325.38	278.06	259.23	467.07	492.2	498.06	7.19	0.36	20.5	12.87	16.21	443.87	468.55	476.59	0.87	0.85	0.82	0.79	0.77	0.76	0.84	0.84	0.85	0.01	-0.01	0.04	0.02	0.03	0.8	0.8	0.81	0.14	0.5	0.74	0.99	1.13	0.3	0.23	0.22	0.12	0.36	0.46	0.54	0.58	0.24	0.2	0.19	0.01	-0.01	0.05	0.02	0.03	0.95	0.95	0.96	-0.05	-0.18	0.02	-0.06	-0.06	1.18	1.21	1.18	0.21	0.58	0.95	1.18	1.38	AT5G45470	E+
449.0	64.12	64.12	49.95	493.22	429.1	521.41	473.0	646.0	566.75	452.36	352.85	266.81	228.72	208.53	416.7	432.26	432.12	451.5	359.27	271.75	219.54	203.38	76.87	73.0	69.88	63.33	60.67	57.32	55.16	53.84	62.54	62.92	62.9	389.03	292.19	209.49	173.57	154.69	354.16	369.35	369.23	0.86	-6.41	-4.94	9.18	5.15	339.83	359.27	362.24	0.87	0.86	0.83	0.78	0.76	0.74	0.85	0.85	0.85	-0.01	-0.04	-0.04	0.02	-0.01	0.81	0.83	0.84	0.1	0.43	0.88	1.21	1.43	0.2	0.16	0.16	0.09	0.32	0.51	0.6	0.64	0.17	0.13	0.13	-0.01	-0.05	-0.06	0.01	-0.02	0.96	0.97	0.98	-0.2	-0.51	-0.53	-0.24	-0.44	1.2	1.13	1.1	0.19	0.49	1.0	1.56	1.74	AT5G45470	E+
654.0	63.0	63.0	46.75	433.23	370.23	452.42	399.14	576.74	503.55	322.06	188.32	170.21	159.15	156.87	312.5	356.44	376.6	323.92	183.42	155.16	133.55	129.88	72.08	75.98	77.12	59.78	52.3	50.81	49.61	49.32	59.29	60.88	61.52	262.28	136.03	119.41	109.54	107.55	253.21	295.56	315.07	-1.86	4.91	15.05	25.6	26.98	240.42	280.46	299.47	0.85	0.81	0.72	0.7	0.68	0.68	0.81	0.83	0.83	-0.02	-0.01	0.06	0.13	0.13	0.77	0.79	0.79	0.37	1.38	1.64	1.84	1.91	0.45	0.26	0.19	0.29	0.64	0.68	0.71	0.72	0.32	0.2	0.15	-0.03	-0.04	0.07	0.17	0.17	0.96	0.95	0.95	-0.36	-0.54	-0.24	0.03	0.01	1.13	1.17	1.19	0.44	1.65	2.31	3.09	3.14	WT	E-
421.0	34.69	34.69	24.13	277.49	242.8	295.81	253.6	410.79	337.24	196.0	122.31	114.04	105.35	103.71	189.08	221.14	232.37	209.14	120.98	101.94	91.44	87.72	40.61	41.45	40.72	32.66	29.21	28.61	27.87	27.87	32.49	33.46	33.72	163.34	93.1	85.42	77.48	75.85	156.59	187.68	198.66	-13.15	1.34	12.1	13.91	15.99	148.48	179.69	191.65	0.87	0.83	0.75	0.73	0.71	0.71	0.82	0.84	0.85	-0.12	-0.06	0.02	0.02	0.09	0.78	0.81	0.82	0.48	1.46	1.66	2.01	1.93	0.54	0.29	0.24	0.32	0.62	0.65	0.68	0.69	0.35	0.21	0.17	-0.16	-0.11	-0.01	-0.07	0.1	0.95	0.96	0.97	-1.73	-1.5	-1.06	-1.67	-0.86	1.15	1.2	1.17	0.52	2.16	3.03	4.7	3.91	WT	E-
683.0	56.25	56.25	42.53	383.78	327.53	414.11	363.78	545.33	463.67	262.87	160.95	150.53	139.05	136.02	268.14	309.77	328.0	274.49	162.9	147.2	138.15	131.12	65.83	66.75	67.95	52.46	45.9	44.96	43.85	43.42	52.66	54.26	54.78	210.42	115.05	105.58	95.2	92.6	215.47	255.5	273.23	-11.62	-1.95	3.34	0.9	4.9	202.31	243.01	260.05	0.85	0.8	0.7	0.69	0.67	0.67	0.8	0.82	0.83	-0.07	-0.1	-0.04	-0.06	-0.05	0.75	0.78	0.79	0.5	1.58	1.72	1.95	2.05	0.48	0.28	0.21	0.34	0.65	0.68	0.71	0.72	0.33	0.21	0.15	-0.09	-0.3	-0.1	-0.13	-0.13	0.94	0.95	0.95	-0.86	-4.64	-1.07	-1.17	-1.44	1.14	1.15	1.16	0.6	2.0	2.85	2.5	2.83	WT	E-
1472.0	79.99	79.99	63.36	489.6	409.62	515.73	461.72	647.57	567.44	348.98	226.16	205.95	193.8	190.74	343.72	404.87	425.13	360.67	226.89	201.46	187.44	186.07	86.23	92.41	92.16	74.81	66.54	64.57	63.3	62.95	74.56	77.22	77.96	274.18	159.62	141.39	130.49	127.78	269.16	327.65	347.17	-11.68	-0.73	4.49	6.36	4.66	257.49	312.46	332.97	0.84	0.78	0.7	0.68	0.67	0.66	0.78	0.81	0.82	-0.05	-0.03	-0.01	0.0	-0.01	0.75	0.77	0.78	0.43	1.23	1.46	1.63	1.66	0.46	0.23	0.17	0.33	0.62	0.66	0.69	0.7	0.35	0.2	0.15	-0.07	-0.06	-0.03	-0.02	-0.03	0.96	0.95	0.96	-0.52	-0.5	-0.42	-0.42	-0.46	1.08	1.13	1.13	0.46	1.4	1.73	2.02	1.99	WT	E-
1794.0	74.18	74.18	58.08	476.93	402.75	507.94	453.42	639.86	557.63	343.78	208.7	192.3	177.76	176.16	343.31	397.3	416.81	356.46	211.86	186.71	172.46	166.37	84.87	86.35	86.96	69.71	61.09	59.53	58.02	57.69	69.69	71.82	72.5	274.07	147.61	132.78	119.74	118.47	273.62	325.47	344.31	-12.68	-3.16	5.6	5.3	9.79	258.44	310.94	329.85	0.84	0.8	0.7	0.68	0.67	0.66	0.79	0.82	0.83	-0.05	-0.05	-0.01	-0.01	0.02	0.75	0.78	0.79	0.41	1.37	1.58	1.8	1.84	0.42	0.22	0.16	0.31	0.64	0.68	0.71	0.71	0.32	0.18	0.14	-0.07	-0.09	-0.03	-0.04	-0.0	0.95	0.96	0.96	-0.58	-0.68	-0.51	-0.58	-0.44	1.14	1.14	1.15	0.46	1.57	1.92	2.23	2.38	WT	E-
1259.0	76.69	76.69	60.51	477.2	400.51	507.23	454.01	640.04	559.84	360.85	227.95	208.38	192.49	188.88	362.94	405.57	419.23	371.49	231.47	204.48	189.73	182.84	87.7	92.18	89.69	72.73	64.67	62.85	61.18	60.78	72.8	74.48	74.96	288.13	163.28	145.53	131.3	128.1	290.15	331.08	344.27	-10.63	-3.52	3.9	2.75	6.04	275.24	313.39	329.54	0.84	0.8	0.71	0.69	0.68	0.67	0.8	0.82	0.82	-0.04	-0.04	-0.01	-0.02	-0.0	0.76	0.77	0.79	0.34	1.16	1.36	1.57	1.62	0.33	0.19	0.15	0.28	0.6	0.64	0.68	0.69	0.27	0.17	0.13	-0.06	-0.07	-0.03	-0.06	-0.02	0.95	0.95	0.96	-0.52	-0.58	-0.45	-0.57	-0.44	1.13	1.17	1.14	0.39	1.32	1.66	1.9	2.02	WT	E-
753.0	82.47	82.47	64.06	507.33	424.85	542.43	483.61	685.61	599.56	381.39	220.77	199.18	181.67	176.8	374.88	422.34	445.88	393.22	223.23	195.96	181.58	174.08	95.88	101.61	93.95	78.03	67.4	65.15	63.07	62.34	77.79	79.76	80.6	303.36	153.37	134.03	118.6	114.46	297.09	342.58	365.28	-11.83	-2.45	3.22	0.09	2.72	278.99	320.73	351.93	0.84	0.79	0.69	0.67	0.65	0.64	0.79	0.81	0.82	-0.05	-0.04	-0.02	-0.03	-0.02	0.74	0.76	0.79	0.35	1.38	1.65	1.91	2.01	0.37	0.22	0.15	0.28	0.64	0.69	0.73	0.74	0.3	0.19	0.13	-0.06	-0.08	-0.04	-0.08	-0.07	0.94	0.94	0.97	-0.49	-0.6	-0.54	-0.65	-0.7	1.13	1.18	1.11	0.41	1.58	2.01	2.43	2.66	WT	E-
967.0	83.57	83.57	66.56	506.32	422.75	547.31	491.08	683.36	599.61	369.06	216.83	197.95	185.21	180.21	359.27	416.53	440.98	385.71	220.1	192.59	179.07	173.07	92.03	97.4	98.83	78.5	67.62	65.69	64.12	63.44	77.99	80.59	81.51	290.56	149.21	132.26	121.1	116.77	281.28	335.95	359.47	-16.64	-3.27	5.36	6.14	7.15	267.25	319.13	342.16	0.84	0.79	0.68	0.66	0.65	0.64	0.78	0.81	0.82	-0.06	-0.05	-0.0	0.0	0.0	0.74	0.77	0.78	0.39	1.41	1.65	1.85	1.94	0.44	0.24	0.17	0.31	0.65	0.69	0.72	0.73	0.33	0.2	0.14	-0.08	-0.09	-0.02	-0.03	-0.03	0.95	0.95	0.95	-0.57	-0.73	-0.39	-0.48	-0.54	1.09	1.14	1.14	0.45	1.64	2.08	2.44	2.54	WT	E-
