Size [pixels]	Fo	Fo_gauss	Fo_median	Fm	Fv	Fp	Fp-median	Fp-gauss	Fp-average	Fm_L1	Fm_L2	Fm_L3	Fm_L4	Fm_Lss	Fm_D1	Fm_D2	Fm_D3	Ft_L1	Ft_L2	Ft_L3	Ft_L4	Ft_Lss	Ft_D1	Ft_D2	Ft_D3	Fo_L1	Fo_L2	Fo_L3	Fo_L4	Fo_Lss	Fo_D1	Fo_D2	Fo_D3	Fv_L1	Fv_L2	Fv_L3	Fv_L4	Fv_Lss	Fv_D1	Fv_D2	Fv_D3	Fq_L1	Fq_L2	Fq_L3	Fq_L4	Fq_Lss	Fq_D1	Fq_D2	Fq_D3	QY_max	Fv/Fm_L1	Fv/Fm_L2	Fv/Fm_L3	Fv/Fm_L4	Fv/Fm_Lss	Fv/Fm_D1	Fv/Fm_D2	Fv/Fm_D3	QY_L1	QY_L2	QY_L3	QY_L4	QY_Lss	QY_D1	QY_D2	QY_D3	NPQ_L1	NPQ_L2	NPQ_L3	NPQ_L4	NPQ_Lss	NPQ_D1	NPQ_D2	NPQ_D3	qN_L1	qN_L2	qN_L3	qN_L4	qN_Lss	qN_D1	qN_D2	qN_D3	qP_L1	qP_L2	qP_L3	qP_L4	qP_Lss	qP_D1	qP_D2	qP_D3	qL_L1	qL_L2	qL_L3	qL_L4	qL_Lss	qL_D1	qL_D2	qL_D3	Rfd_L1	Rfd_L2	Rfd_L3	Rfd_L4	Rfd_Lss	plant	inoculation
564.0	58.45	58.45	45.14	382.73	324.28	408.44	363.31	529.82	451.31	273.55	168.09	154.7	144.69	145.0	278.0	317.71	335.98	287.28	166.99	148.73	137.89	127.69	63.81	66.5	65.63	54.94	48.22	46.92	45.86	45.96	55.09	56.62	57.14	218.61	119.87	107.78	98.83	99.04	222.91	261.09	278.84	-13.73	1.1	5.97	6.8	17.31	214.19	251.21	270.35	0.85	0.8	0.7	0.69	0.67	0.67	0.8	0.82	0.83	-0.07	-0.05	-0.01	-0.01	0.07	0.77	0.79	0.8	0.43	1.4	1.6	1.8	1.8	0.41	0.23	0.16	0.32	0.64	0.67	0.7	0.7	0.3	0.18	0.13	-0.09	-0.09	-0.05	-0.05	0.08	0.96	0.96	0.97	-0.81	-0.91	-0.72	-0.72	-0.34	1.08	1.12	1.11	0.48	1.68	2.04	2.39	2.83	WT	E-
923.0	79.0	79.0	61.93	583.82	504.82	608.7	547.09	742.56	663.54	534.77	376.02	303.09	260.19	241.78	478.64	506.2	509.35	528.64	388.56	300.81	262.14	239.43	98.8	97.43	93.22	78.0	73.23	69.81	67.09	65.75	76.61	77.3	77.41	456.78	302.79	233.28	193.1	176.02	402.03	428.9	431.94	6.13	-12.54	2.28	-1.95	2.35	379.85	408.76	416.13	0.86	0.85	0.8	0.77	0.74	0.72	0.84	0.85	0.85	0.0	-0.04	-0.0	-0.02	-0.01	0.79	0.81	0.82	0.1	0.58	0.96	1.3	1.51	0.25	0.17	0.16	0.09	0.4	0.54	0.62	0.66	0.21	0.15	0.14	0.0	-0.06	-0.01	-0.04	-0.03	0.94	0.96	0.96	-0.09	-0.49	-0.24	-0.38	-0.37	1.21	1.2	1.16	0.17	0.61	1.12	1.45	1.76	AT5G45470	E+
667.0	69.02	69.02	52.55	515.68	446.66	552.19	493.69	693.44	609.26	474.36	376.03	315.38	276.1	259.93	406.04	433.78	436.02	478.96	377.61	305.63	274.4	256.79	85.44	88.57	86.87	68.23	65.61	63.32	61.5	60.57	66.53	67.24	67.31	406.13	310.42	252.06	214.61	199.36	339.5	366.54	368.71	-4.6	-1.59	9.76	1.71	3.14	320.6	345.22	349.15	0.87	0.86	0.82	0.8	0.77	0.76	0.84	0.84	0.84	-0.02	-0.02	0.01	-0.04	-0.02	0.79	0.8	0.8	0.1	0.4	0.68	0.95	1.06	0.3	0.21	0.21	0.08	0.3	0.44	0.52	0.56	0.24	0.18	0.17	-0.03	-0.03	0.01	-0.06	-0.03	0.95	0.94	0.95	-0.35	-0.37	-0.23	-2.51	-0.46	1.22	1.25	1.24	0.18	0.5	0.91	1.2	1.29	AT5G45470	E+
712.0	60.89	60.89	46.48	464.05	403.17	495.68	442.38	630.62	548.97	422.09	320.94	262.31	230.47	218.98	364.2	394.82	393.51	415.05	319.86	264.64	232.05	215.12	73.13	74.84	75.22	60.08	57.28	54.98	53.26	52.56	58.65	59.44	59.41	362.01	263.66	207.34	177.21	166.41	305.55	335.39	334.1	7.04	1.08	-2.33	-1.58	3.86	291.07	319.98	318.3	0.87	0.86	0.82	0.79	0.76	0.75	0.84	0.85	0.85	0.01	-0.01	-0.03	-0.04	-0.01	0.8	0.81	0.81	0.12	0.48	0.82	1.09	1.21	0.31	0.21	0.21	0.09	0.34	0.49	0.56	0.59	0.24	0.17	0.17	0.0	-0.02	-0.05	-0.07	-0.03	0.95	0.95	0.95	-0.15	-0.32	-0.52	-0.68	-0.5	1.18	1.22	1.2	0.23	0.61	0.98	1.26	1.51	AT5G45470	E+
473.0	71.52	71.52	56.48	532.03	460.52	571.58	517.08	714.32	627.63	454.47	318.44	271.71	235.25	213.08	429.83	451.86	447.27	473.63	320.16	269.29	234.04	214.1	91.48	89.22	83.92	69.88	65.26	62.81	60.53	58.93	69.25	69.79	69.66	384.59	253.18	208.9	174.72	154.14	360.58	382.07	377.61	-19.16	-1.72	2.41	1.21	-1.02	338.35	362.64	363.36	0.87	0.85	0.79	0.77	0.74	0.72	0.84	0.84	0.84	-0.06	-0.03	-0.02	-0.04	-0.04	0.79	0.8	0.81	0.19	0.72	1.02	1.35	1.58	0.26	0.2	0.21	0.16	0.45	0.55	0.62	0.67	0.21	0.16	0.17	-0.07	-0.05	-0.04	-0.09	-0.06	0.94	0.95	0.97	-0.7	-0.52	-0.52	-1.03	-0.68	1.25	1.23	1.15	0.23	0.85	1.27	1.58	1.9	AT5G45470	E+
1248.0	86.39	86.39	69.22	634.54	548.15	665.53	596.68	818.44	725.1	538.3	379.23	328.52	292.31	274.62	480.45	501.42	500.69	551.14	372.49	317.75	286.69	266.61	108.01	107.11	104.87	84.31	78.87	76.32	74.11	72.84	82.65	83.29	83.25	453.99	300.36	252.2	218.2	201.78	397.8	418.13	417.44	-12.84	6.75	10.77	5.62	8.01	372.44	394.31	395.82	0.86	0.84	0.79	0.77	0.74	0.73	0.83	0.83	0.83	-0.03	0.0	0.01	-0.01	-0.0	0.77	0.79	0.79	0.19	0.7	0.97	1.23	1.39	0.34	0.28	0.28	0.16	0.45	0.54	0.61	0.64	0.27	0.23	0.23	-0.04	0.0	0.01	-0.02	-0.02	0.94	0.94	0.95	-0.41	-0.17	-0.16	-0.34	-0.46	1.22	1.2	1.18	0.24	0.85	1.18	1.42	1.66	AT5G45470	E+
1219.0	87.26	87.26	70.09	648.47	561.22	681.0	612.77	831.16	740.52	561.34	394.43	335.91	291.4	269.62	487.79	510.65	513.24	572.26	395.76	326.79	282.33	263.46	103.15	103.05	99.97	85.41	80.03	77.11	74.36	72.7	83.21	83.93	83.98	475.93	314.4	258.8	217.03	196.92	404.57	426.72	429.26	-10.92	-1.33	9.12	9.06	6.16	384.63	407.61	413.27	0.87	0.85	0.8	0.77	0.74	0.72	0.82	0.83	0.83	-0.03	-0.02	0.01	0.01	-0.01	0.79	0.8	0.8	0.18	0.68	0.99	1.34	1.6	0.41	0.35	0.34	0.15	0.44	0.54	0.62	0.66	0.28	0.24	0.24	-0.04	-0.03	0.0	-0.0	-0.03	0.96	0.96	0.97	-0.42	-0.3	-0.19	-0.36	-0.47	1.16	1.16	1.13	0.23	0.8	1.2	1.68	1.96	AT5G45470	E+
713.0	68.16	68.16	52.07	523.48	455.32	555.39	497.35	690.14	608.6	478.06	362.87	298.74	261.73	243.3	419.69	443.67	450.64	470.36	363.61	297.18	253.77	234.47	81.24	84.51	81.58	67.29	64.26	61.78	59.85	58.81	65.9	66.52	66.65	410.77	298.61	236.96	201.89	184.49	353.79	377.15	383.99	7.7	-0.75	1.56	7.96	8.83	338.45	359.16	369.06	0.87	0.86	0.82	0.79	0.77	0.76	0.84	0.85	0.85	0.01	-0.02	-0.01	0.01	0.02	0.8	0.81	0.82	0.11	0.47	0.8	1.07	1.21	0.29	0.21	0.18	0.09	0.34	0.48	0.56	0.6	0.23	0.17	0.16	0.0	-0.02	-0.02	0.0	0.02	0.96	0.95	0.96	-0.13	-0.34	-0.33	-0.29	-0.21	1.18	1.22	1.18	0.21	0.58	0.96	1.43	1.54	AT5G45470	E+
846.0	62.64	62.64	47.98	465.87	403.23	500.26	447.74	631.67	552.12	416.15	269.69	231.97	198.2	182.23	386.21	400.66	404.33	416.45	280.66	230.97	199.46	179.36	72.93	73.41	71.48	61.63	56.71	54.73	52.44	51.09	60.88	61.27	61.32	354.52	212.98	177.24	145.77	131.13	325.33	339.39	343.01	-0.3	-10.97	1.0	-1.25	2.86	313.28	327.25	332.85	0.87	0.85	0.79	0.76	0.73	0.71	0.84	0.85	0.85	-0.02	-0.07	-0.03	-0.04	-0.03	0.81	0.81	0.82	0.14	0.77	1.08	1.46	1.71	0.24	0.19	0.18	0.11	0.47	0.56	0.64	0.68	0.19	0.15	0.14	-0.02	-0.1	-0.05	-0.07	-0.05	0.97	0.96	0.97	-0.45	-0.76	-0.59	-0.83	-0.64	1.18	1.18	1.23	0.23	0.89	1.3	1.75	2.12	AT5G45470	E+
588.0	60.33	60.33	45.68	455.02	394.69	489.15	433.98	631.71	547.07	398.19	273.99	227.5	195.53	176.52	361.73	374.71	378.83	408.74	281.53	218.46	192.54	175.35	73.23	72.91	67.13	59.11	55.09	52.71	50.68	49.3	58.19	58.56	58.64	339.08	218.9	174.79	144.85	127.22	303.54	316.15	320.19	-10.55	-7.54	9.04	2.99	1.17	288.5	301.8	311.7	0.87	0.85	0.8	0.76	0.73	0.71	0.84	0.84	0.84	-0.04	-0.06	0.01	-0.04	-0.05	0.79	0.8	0.82	0.17	0.72	1.08	1.5	1.75	0.3	0.25	0.23	0.13	0.44	0.56	0.64	0.68	0.23	0.19	0.18	-0.05	-0.08	-0.0	-0.24	-0.11	0.95	0.95	0.98	-0.62	-0.81	-0.46	-2.82	-1.17	1.18	1.19	1.11	0.23	0.83	1.54	1.78	2.23	AT5G45470	E+
445.0	41.08	41.08	28.77	339.98	298.9	379.5	325.74	514.76	428.89	297.04	231.65	204.03	179.79	166.95	263.3	284.32	277.63	308.18	234.12	196.97	177.64	159.21	52.01	53.87	51.43	40.3	38.63	37.66	36.57	35.94	39.54	40.06	39.87	256.74	193.02	166.37	143.22	131.02	223.76	244.26	237.76	-11.14	-2.47	7.06	2.16	7.74	211.29	230.46	226.2	0.88	0.86	0.83	0.81	0.79	0.78	0.85	0.86	0.85	-0.09	-0.06	-0.02	-0.06	-0.04	0.79	0.81	0.81	0.2	0.54	0.79	1.05	1.2	0.4	0.25	0.31	0.12	0.33	0.42	0.51	0.55	0.24	0.16	0.19	-0.12	-0.08	-0.05	-0.11	-0.09	0.94	0.95	0.95	-1.71	-1.26	-1.04	-1.57	-1.57	1.23	1.3	1.24	0.31	0.78	1.6	1.45	1.97	AT5G45470	E+
1517.0	80.28	80.28	64.35	589.77	509.49	620.57	564.09	762.21	674.94	502.77	335.47	284.65	248.6	238.71	459.99	479.7	483.9	507.48	334.68	281.23	245.95	233.15	102.99	102.55	101.7	78.36	72.44	69.61	67.05	66.26	77.16	77.73	77.86	424.4	263.03	215.04	181.54	172.45	382.83	401.97	406.04	-4.72	0.79	3.42	2.64	5.57	357.0	377.15	382.2	0.86	0.84	0.78	0.75	0.73	0.72	0.83	0.84	0.84	-0.02	-0.01	-0.01	-0.01	0.0	0.77	0.79	0.79	0.19	0.79	1.12	1.45	1.57	0.31	0.26	0.24	0.16	0.49	0.58	0.65	0.67	0.25	0.21	0.2	-0.03	-0.02	-0.02	-0.03	-0.01	0.93	0.94	0.94	-0.31	-0.27	-0.31	-0.37	-0.31	1.24	1.23	1.22	0.24	0.91	1.29	1.7	1.88	WT	E+
809.0	61.02	61.02	47.42	476.91	415.89	508.12	457.55	642.23	559.62	427.99	312.53	254.07	223.95	213.17	371.94	399.54	406.36	421.23	315.58	253.59	221.92	210.74	83.83	84.22	82.3	60.08	56.92	54.49	52.78	52.11	58.75	59.43	59.59	367.91	255.61	199.58	171.18	161.06	313.19	340.11	346.77	6.77	-3.05	0.47	2.03	2.43	288.11	315.32	324.06	0.87	0.86	0.82	0.78	0.76	0.75	0.84	0.85	0.85	0.01	-0.03	-0.03	-0.02	-0.02	0.77	0.79	0.8	0.13	0.56	0.93	1.22	1.33	0.31	0.21	0.2	0.11	0.39	0.52	0.59	0.62	0.25	0.18	0.16	0.01	-0.04	-0.04	-0.04	-0.04	0.92	0.93	0.94	-0.14	-0.53	-0.56	-0.49	-0.53	1.31	1.31	1.31	0.23	0.66	1.11	1.41	1.57	WT	E+
492.0	74.39	74.39	58.8	561.34	486.95	579.15	521.91	724.33	636.83	476.36	328.57	256.46	217.38	199.71	410.07	431.88	434.11	480.81	332.7	252.46	214.99	197.02	92.53	89.21	88.81	72.58	67.55	63.6	60.78	59.18	70.47	71.16	71.23	403.77	261.01	192.86	156.6	140.53	339.6	360.73	362.87	-4.45	-4.13	4.01	2.39	2.7	317.54	342.67	345.3	0.87	0.85	0.79	0.75	0.71	0.69	0.82	0.83	0.83	-0.02	-0.04	-0.03	-0.02	-0.03	0.77	0.79	0.79	0.2	0.75	1.28	1.71	2.05	0.46	0.39	0.4	0.17	0.46	0.61	0.68	0.72	0.31	0.26	0.26	-0.03	-0.06	-0.05	-0.04	-0.08	0.95	0.96	0.96	-0.36	-0.61	-0.62	-0.54	-0.77	1.21	1.17	1.16	0.23	0.78	1.42	1.97	2.36	WT	E+
886.0	49.12	49.12	37.13	422.79	373.67	439.49	393.35	562.07	484.91	363.88	240.37	194.77	171.58	162.89	338.05	349.05	352.0	357.48	250.43	195.13	165.26	149.28	63.45	62.09	63.33	48.13	44.85	42.74	41.44	40.69	47.59	47.86	47.89	315.75	195.53	152.03	130.14	122.19	290.46	301.2	304.11	6.4	-10.05	-0.36	6.32	13.61	274.6	286.97	288.67	0.88	0.87	0.81	0.77	0.75	0.74	0.86	0.86	0.86	0.0	-0.07	-0.03	0.0	0.04	0.81	0.82	0.82	0.18	0.81	1.26	1.6	1.77	0.29	0.24	0.23	0.15	0.48	0.6	0.65	0.68	0.22	0.19	0.18	0.0	-0.09	-0.06	-0.01	0.02	0.95	0.95	0.95	-0.26	-0.89	-0.72	-0.61	-0.59	1.27	1.25	1.26	0.26	0.85	1.45	2.1	2.42	WT	E+
484.0	43.6	43.6	32.36	375.16	331.56	387.54	343.86	510.93	433.71	315.26	212.01	178.01	157.71	149.53	283.89	292.42	299.39	314.11	223.83	184.12	152.68	142.3	54.95	55.37	54.99	42.52	39.62	38.08	36.91	36.4	41.87	42.02	42.19	272.74	172.4	139.93	120.8	113.13	242.02	250.41	257.2	1.15	-11.81	-6.11	5.03	7.23	228.94	237.06	244.41	0.88	0.86	0.81	0.78	0.76	0.75	0.85	0.85	0.86	-0.02	-0.1	-0.09	-0.02	-0.0	0.8	0.81	0.81	0.22	0.85	1.24	1.52	1.66	0.36	0.32	0.29	0.17	0.48	0.58	0.64	0.66	0.27	0.24	0.22	-0.03	-0.14	-0.15	-0.04	-0.03	0.95	0.95	0.95	-0.48	-1.42	-1.32	-0.75	-0.74	1.25	1.27	1.25	0.28	0.85	1.32	1.83	2.16	WT	E+
1357.0	84.0	84.0	68.92	620.2	536.2	653.68	599.96	790.44	703.86	535.71	356.08	293.42	259.1	244.3	492.44	508.9	509.75	541.94	357.42	286.28	254.36	236.28	110.39	107.9	105.02	82.21	75.98	72.58	70.11	68.87	81.02	81.49	81.52	453.5	280.1	220.84	188.99	175.44	411.41	427.41	428.23	-6.22	-1.34	7.14	4.74	8.02	382.05	401.0	404.73	0.86	0.85	0.79	0.75	0.73	0.71	0.83	0.84	0.84	-0.02	-0.02	0.01	-0.0	0.01	0.77	0.79	0.79	0.17	0.77	1.16	1.47	1.65	0.29	0.24	0.24	0.15	0.48	0.59	0.65	0.68	0.23	0.2	0.2	-0.02	-0.03	0.0	-0.01	-0.0	0.93	0.94	0.95	-0.29	-0.32	-0.21	-0.3	-0.24	1.26	1.25	1.22	0.22	0.87	1.37	1.7	1.94	WT	E+
876.0	70.72	70.72	55.39	543.92	473.21	565.74	510.24	705.08	619.44	471.48	330.82	271.04	239.09	227.05	424.72	442.8	447.05	471.94	335.15	269.44	237.31	217.75	92.37	92.79	88.48	69.3	64.98	62.09	60.1	59.29	68.06	68.56	68.6	402.18	265.84	208.95	178.99	167.76	356.66	374.24	378.45	-0.45	-4.32	1.61	1.78	9.31	332.35	350.01	358.57	0.87	0.85	0.8	0.77	0.74	0.73	0.84	0.84	0.84	-0.01	-0.03	-0.02	-0.03	0.01	0.78	0.79	0.8	0.17	0.68	1.06	1.37	1.49	0.31	0.26	0.25	0.14	0.44	0.56	0.63	0.65	0.25	0.21	0.2	-0.01	-0.05	-0.03	-0.05	0.0	0.94	0.94	0.95	-0.23	-0.49	-0.38	-0.54	-0.26	1.26	1.27	1.22	0.22	0.74	1.2	1.51	1.79	WT	E+
626.0	66.55	66.55	52.27	505.09	438.54	544.2	490.42	682.27	597.25	428.62	292.79	238.35	207.88	191.22	400.16	419.31	419.26	441.31	294.33	236.53	204.04	195.71	94.14	89.49	90.53	64.97	60.44	57.52	55.32	54.06	64.22	64.72	64.71	363.65	232.35	180.83	152.55	137.16	335.93	354.59	354.55	-12.69	-1.54	1.82	3.84	-4.48	306.02	329.83	328.73	0.87	0.85	0.79	0.75	0.73	0.71	0.84	0.84	0.84	-0.04	-0.03	-0.02	-0.02	-0.06	0.76	0.79	0.78	0.19	0.77	1.18	1.53	1.75	0.28	0.22	0.22	0.16	0.47	0.59	0.66	0.69	0.23	0.19	0.18	-0.05	-0.04	-0.03	-0.04	-0.1	0.91	0.93	0.93	-0.57	-0.47	-0.44	-0.49	-0.66	1.33	1.29	1.31	0.26	0.91	1.43	1.85	1.96	WT	E+
699.0	54.06	54.06	40.84	451.47	397.41	469.38	426.13	588.65	515.52	401.58	309.0	245.93	212.05	197.99	363.82	384.12	387.71	388.5	308.62	233.45	190.79	168.64	70.24	71.24	70.04	53.23	51.05	48.85	47.15	46.36	52.43	52.91	52.95	348.35	257.95	197.08	164.91	151.63	311.4	331.21	334.76	13.08	0.38	12.48	21.26	29.35	293.58	312.88	317.67	0.88	0.87	0.83	0.8	0.77	0.76	0.85	0.86	0.86	0.03	-0.01	0.04	0.08	0.13	0.81	0.81	0.82	0.14	0.49	0.87	1.18	1.34	0.26	0.19	0.18	0.12	0.35	0.51	0.59	0.62	0.21	0.16	0.15	0.03	-0.02	0.04	0.1	0.16	0.94	0.94	0.95	0.08	-0.28	-0.05	0.14	0.34	1.28	1.29	1.28	0.23	0.56	1.11	1.64	2.05	WT	E+
459.0	73.78	73.78	57.02	554.1	480.32	581.24	520.14	725.17	641.14	497.55	363.95	273.72	215.7	201.89	423.95	461.59	463.41	498.06	367.87	269.37	217.71	198.89	104.95	100.92	97.42	72.65	68.67	64.45	60.35	59.23	70.76	71.79	71.85	424.9	295.28	209.26	155.35	142.66	353.19	389.8	391.56	-0.51	-3.92	4.35	-2.01	2.99	319.0	360.67	365.99	0.87	0.85	0.81	0.76	0.72	0.7	0.83	0.84	0.84	-0.01	-0.03	-0.01	-0.05	-0.01	0.75	0.78	0.79	0.13	0.54	1.08	1.66	1.84	0.33	0.22	0.22	0.11	0.38	0.56	0.68	0.71	0.27	0.19	0.18	-0.01	-0.03	-0.02	-0.08	-0.03	0.9	0.93	0.94	-0.21	-0.39	-0.39	-0.65	-0.47	1.34	1.31	1.26	0.19	0.61	1.23	1.82	2.34	WT	E+
1317.0	54.76	54.76	41.56	455.43	400.67	472.39	424.34	593.28	519.15	399.17	293.78	242.57	208.98	191.45	339.87	362.19	366.3	382.4	296.4	232.8	188.83	168.05	61.48	64.67	63.04	53.79	51.11	49.16	47.46	46.37	52.3	52.89	52.95	345.38	242.67	193.41	161.52	145.08	287.57	309.3	313.35	16.77	-2.62	9.78	20.15	23.4	278.39	297.51	303.26	0.88	0.86	0.82	0.79	0.77	0.75	0.84	0.85	0.85	0.03	-0.03	0.02	0.07	0.1	0.82	0.82	0.83	0.16	0.58	0.92	1.24	1.48	0.4	0.31	0.3	0.13	0.39	0.52	0.6	0.64	0.28	0.22	0.22	0.03	-0.04	0.02	0.09	0.12	0.97	0.96	0.97	0.07	-0.46	-0.16	0.04	0.07	1.13	1.18	1.16	0.26	0.64	1.13	1.86	2.14	AT5G45470	E-
1610.0	82.69	82.69	68.01	632.25	549.56	666.82	610.27	807.31	718.88	540.21	373.48	309.07	262.56	235.28	489.17	508.68	513.45	549.26	369.31	305.81	257.68	232.58	100.57	97.8	96.0	80.81	75.47	72.31	69.2	67.01	79.39	79.95	80.08	459.4	298.01	236.76	193.36	168.27	409.78	428.73	433.37	-9.05	4.17	3.25	4.88	2.69	388.6	410.87	417.45	0.87	0.85	0.8	0.76	0.73	0.71	0.83	0.84	0.84	-0.02	-0.0	-0.01	-0.0	-0.01	0.79	0.81	0.81	0.18	0.72	1.09	1.48	1.81	0.33	0.28	0.26	0.16	0.46	0.57	0.65	0.7	0.25	0.22	0.21	-0.03	-0.01	-0.01	-0.02	-0.03	0.95	0.96	0.97	-0.32	-0.2	-0.25	-0.33	-0.4	1.19	1.16	1.15	0.23	0.85	1.25	1.74	2.38	AT5G45470	E-
1371.0	73.68	73.68	59.55	592.81	519.12	626.11	568.49	768.08	680.34	517.66	397.28	332.36	287.81	266.11	429.46	460.06	466.92	523.25	393.53	321.95	277.33	255.47	85.22	88.08	89.44	72.32	69.23	66.82	64.66	63.38	70.02	70.78	70.96	445.34	328.05	265.54	223.15	202.73	359.44	389.28	395.96	-5.59	3.75	10.41	10.48	10.64	344.24	371.98	377.47	0.87	0.86	0.82	0.8	0.77	0.75	0.83	0.84	0.84	-0.02	-0.0	0.01	0.02	0.02	0.8	0.81	0.81	0.16	0.52	0.83	1.13	1.4	0.47	0.38	0.38	0.14	0.37	0.49	0.58	0.62	0.31	0.25	0.24	-0.03	-0.01	0.01	0.01	0.02	0.97	0.96	0.96	-0.33	-0.2	-0.12	-0.18	-0.23	1.15	1.17	1.19	0.22	0.63	1.02	1.38	1.94	AT5G45470	E-
1642.0	77.94	77.94	63.39	610.68	532.73	635.05	582.89	766.74	685.63	547.43	374.51	305.56	260.15	237.6	492.57	516.36	519.37	541.93	383.96	305.93	259.7	228.6	98.57	97.06	92.5	76.77	71.86	68.75	66.02	64.43	75.54	76.11	76.18	470.66	302.65	236.81	194.13	173.17	417.03	440.25	443.18	5.5	-9.45	-0.37	0.45	9.0	394.0	419.3	426.86	0.87	0.86	0.81	0.77	0.74	0.72	0.85	0.85	0.85	0.0	-0.04	-0.02	-0.02	0.02	0.8	0.81	0.82	0.13	0.65	1.05	1.42	1.66	0.26	0.2	0.19	0.11	0.43	0.56	0.64	0.68	0.22	0.17	0.17	0.0	-0.05	-0.03	-0.04	0.02	0.95	0.95	0.96	-0.08	-0.42	-0.36	-0.44	-0.21	1.23	1.21	1.17	0.19	0.69	1.14	1.6	2.01	AT5G45470	E-
1199.0	97.46	97.46	79.84	736.37	638.91	763.92	699.14	914.71	822.9	656.65	479.67	379.48	327.31	298.48	545.54	581.94	585.66	659.33	483.81	367.62	319.45	289.81	115.27	113.92	112.36	95.91	90.72	86.2	83.02	80.88	92.98	93.99	94.11	560.74	388.95	293.28	244.29	217.61	452.56	487.96	491.55	-2.69	-4.14	11.86	7.86	8.67	430.27	468.02	473.3	0.87	0.85	0.81	0.77	0.74	0.72	0.83	0.84	0.84	-0.01	-0.02	0.02	0.01	0.01	0.79	0.8	0.81	0.13	0.55	0.97	1.3	1.55	0.4	0.31	0.3	0.12	0.39	0.54	0.62	0.67	0.3	0.24	0.24	-0.01	-0.02	0.02	0.01	-0.0	0.96	0.96	0.97	-0.18	-0.22	-0.04	-0.15	-0.28	1.15	1.15	1.14	0.18	0.61	1.14	1.5	1.78	AT5G45470	E-
1133.0	70.63	70.63	55.44	577.15	506.52	611.87	552.79	758.24	669.83	505.39	389.92	336.91	291.41	275.22	426.54	460.91	467.27	512.45	384.73	323.12	282.43	262.18	87.82	90.71	88.35	69.37	66.51	64.67	62.64	61.8	67.56	68.38	68.56	436.02	323.41	272.24	228.77	213.41	358.98	392.53	398.71	-7.06	5.19	13.79	8.98	13.04	338.72	370.2	378.92	0.88	0.86	0.83	0.81	0.78	0.77	0.84	0.85	0.85	-0.02	0.0	0.03	0.01	0.03	0.79	0.8	0.81	0.16	0.5	0.75	1.03	1.15	0.37	0.27	0.25	0.13	0.36	0.46	0.55	0.58	0.29	0.22	0.21	-0.03	-0.0	0.03	0.01	0.03	0.94	0.94	0.95	-0.37	-0.17	-0.04	-0.19	-0.1	1.22	1.26	1.22	0.22	0.65	0.95	1.25	1.45	AT5G45470	E-
1939.0	107.32	107.32	91.01	824.16	716.83	853.48	789.66	1007.35	909.22	724.33	505.03	434.27	383.34	357.65	610.01	662.85	666.71	718.01	508.92	417.84	358.83	333.6	131.63	133.88	131.99	105.41	98.92	95.76	92.96	91.32	102.53	103.95	104.07	618.92	406.1	338.51	290.38	266.33	507.48	558.9	562.65	6.32	-3.89	16.43	24.51	24.04	478.38	528.97	534.72	0.87	0.85	0.8	0.78	0.76	0.74	0.83	0.84	0.84	0.0	-0.01	0.03	0.05	0.05	0.78	0.8	0.8	0.15	0.65	0.92	1.18	1.34	0.36	0.26	0.25	0.13	0.43	0.53	0.6	0.63	0.29	0.22	0.21	0.0	-0.02	0.03	0.06	0.06	0.94	0.95	0.95	-0.07	-0.22	0.0	0.1	0.09	1.21	1.22	1.21	0.2	0.72	1.09	1.45	1.64	AT5G45470	E-
1145.0	106.99	106.99	90.08	788.45	681.46	815.72	754.09	969.34	874.17	671.7	451.18	383.1	329.39	295.88	597.68	634.88	636.84	683.71	448.07	370.31	317.4	287.89	129.26	129.44	126.04	104.47	96.83	93.17	89.43	86.66	102.42	103.47	103.52	567.23	354.34	289.93	239.96	209.22	495.25	531.41	533.32	-12.0	3.1	12.78	12.0	7.99	468.42	505.44	510.8	0.86	0.84	0.78	0.76	0.73	0.7	0.83	0.84	0.84	-0.03	-0.0	0.02	0.02	0.01	0.78	0.79	0.8	0.18	0.77	1.09	1.44	1.74	0.34	0.26	0.26	0.16	0.48	0.58	0.66	0.7	0.28	0.22	0.22	-0.03	-0.01	0.02	0.02	0.0	0.95	0.95	0.96	-0.31	-0.15	-0.05	-0.11	-0.2	1.19	1.19	1.16	0.21	0.85	1.27	1.66	2.03	AT5G45470	E-
409.0	61.94	61.94	48.7	497.64	435.69	533.61	479.41	676.35	588.64	444.27	328.27	252.27	215.18	194.47	385.4	410.85	413.7	451.01	334.21	255.23	212.35	195.95	79.17	75.82	73.71	60.99	57.99	54.82	52.7	51.2	59.66	60.24	60.31	383.27	270.28	197.45	162.48	143.27	325.74	350.61	353.39	-6.74	-5.94	-2.96	2.82	-1.47	306.23	335.03	340.0	0.87	0.86	0.82	0.78	0.75	0.73	0.84	0.85	0.85	-0.03	-0.04	-0.04	-0.02	-0.05	0.79	0.81	0.82	0.14	0.55	1.02	1.4	1.66	0.32	0.23	0.23	0.11	0.38	0.55	0.63	0.67	0.25	0.19	0.18	-0.04	-0.05	-0.06	-0.04	-0.08	0.94	0.96	0.96	-0.49	-0.6	-0.59	-0.58	-0.72	1.23	1.21	1.17	0.21	0.65	1.19	1.7	1.96	AT5G45470	E-
