Size [pixels]	Fo	Fo_gauss	Fo_median	Fm	Fv	Fp	Fp-median	Fp-gauss	Fp-average	Fm_L1	Fm_L2	Fm_L3	Fm_L4	Fm_Lss	Fm_D1	Fm_D2	Fm_D3	Ft_L1	Ft_L2	Ft_L3	Ft_L4	Ft_Lss	Ft_D1	Ft_D2	Ft_D3	Fo_L1	Fo_L2	Fo_L3	Fo_L4	Fo_Lss	Fo_D1	Fo_D2	Fo_D3	Fv_L1	Fv_L2	Fv_L3	Fv_L4	Fv_Lss	Fv_D1	Fv_D2	Fv_D3	Fq_L1	Fq_L2	Fq_L3	Fq_L4	Fq_Lss	Fq_D1	Fq_D2	Fq_D3	QY_max	Fv/Fm_L1	Fv/Fm_L2	Fv/Fm_L3	Fv/Fm_L4	Fv/Fm_Lss	Fv/Fm_D1	Fv/Fm_D2	Fv/Fm_D3	QY_L1	QY_L2	QY_L3	QY_L4	QY_Lss	QY_D1	QY_D2	QY_D3	NPQ_L1	NPQ_L2	NPQ_L3	NPQ_L4	NPQ_Lss	NPQ_D1	NPQ_D2	NPQ_D3	qN_L1	qN_L2	qN_L3	qN_L4	qN_Lss	qN_D1	qN_D2	qN_D3	qP_L1	qP_L2	qP_L3	qP_L4	qP_Lss	qP_D1	qP_D2	qP_D3	qL_L1	qL_L2	qL_L3	qL_L4	qL_Lss	qL_D1	qL_D2	qL_D3	Rfd_L1	Rfd_L2	Rfd_L3	Rfd_L4	Rfd_Lss	plant	inoculation
766.0	95.06	95.06	76.25	677.68	582.63	707.23	637.5	856.78	766.21	546.35	349.72	289.66	244.17	218.51	482.08	534.83	550.61	563.46	348.23	286.87	231.44	213.09	113.31	112.99	114.29	91.83	83.62	79.54	75.42	72.63	89.67	91.45	91.91	454.52	266.1	210.12	168.75	145.88	392.41	443.38	458.7	-17.11	1.49	2.79	12.72	5.43	368.77	421.85	436.32	0.86	0.83	0.76	0.72	0.69	0.66	0.81	0.83	0.83	-0.04	-0.01	-0.01	0.01	-0.01	0.77	0.79	0.79	0.25	0.98	1.42	2.04	2.47	0.51	0.35	0.31	0.21	0.55	0.64	0.72	0.76	0.34	0.25	0.22	-0.04	-0.03	-0.03	-0.27	-0.07	0.95	0.96	0.96	-0.39	-0.29	-0.32	-4.94	-0.76	1.16	1.15	1.15	0.29	1.13	1.64	2.54	3.05	WT	E-
1307.0	52.61	52.61	39.61	437.45	384.84	465.62	416.67	597.78	515.55	385.98	271.25	230.6	196.19	182.6	348.65	357.54	360.63	382.58	276.13	228.25	192.46	177.07	60.5	63.36	61.05	51.74	48.76	47.07	45.26	44.36	50.82	51.02	51.1	334.25	222.49	183.54	150.92	138.24	297.84	306.52	309.52	3.4	-4.88	2.36	3.72	5.53	288.15	294.19	299.57	0.88	0.87	0.82	0.79	0.76	0.75	0.85	0.85	0.85	-0.01	-0.05	-0.02	-0.02	-0.03	0.82	0.81	0.83	0.16	0.66	0.98	1.37	1.6	0.34	0.32	0.3	0.12	0.42	0.53	0.61	0.65	0.23	0.21	0.2	-0.01	-0.06	-0.03	-0.06	-0.08	0.97	0.96	0.97	-0.35	-0.77	-0.53	-0.77	-1.05	1.16	1.18	1.17	0.26	0.76	1.19	1.76	2.04	AT5G45470	E+
1132.0	60.93	60.93	46.18	514.63	453.69	539.86	484.13	675.33	593.38	458.93	344.17	294.79	257.62	244.53	412.44	431.24	434.54	451.25	339.89	285.16	247.29	230.31	72.73	75.95	76.16	60.03	57.34	55.66	54.07	53.4	59.1	59.49	59.55	398.89	286.83	239.13	203.55	191.13	353.34	371.75	374.99	7.68	4.28	9.63	10.33	14.22	339.71	355.3	358.38	0.88	0.87	0.83	0.81	0.79	0.78	0.86	0.86	0.86	0.01	-0.0	0.01	0.01	0.03	0.82	0.82	0.82	0.14	0.52	0.78	1.06	1.19	0.27	0.21	0.2	0.11	0.37	0.47	0.56	0.58	0.22	0.18	0.17	0.01	-0.01	0.01	0.0	0.03	0.96	0.96	0.96	-0.1	-0.28	-0.17	-0.33	-0.19	1.19	1.25	1.26	0.22	0.64	0.96	1.3	1.53	AT5G45470	E+
1091.0	96.84	96.84	75.8	739.35	642.5	756.04	671.45	917.65	822.82	638.05	430.14	370.19	317.38	288.31	558.89	586.35	594.54	639.83	431.42	354.52	302.1	272.19	115.17	113.22	114.59	94.81	88.13	85.17	81.86	79.5	92.72	93.46	93.71	543.24	342.01	285.02	235.52	208.81	466.17	492.88	500.83	-1.77	-1.29	15.67	15.28	16.12	443.72	473.12	479.96	0.87	0.85	0.79	0.77	0.74	0.72	0.83	0.84	0.84	-0.01	-0.02	0.03	0.03	0.03	0.79	0.81	0.81	0.17	0.75	1.05	1.41	1.73	0.39	0.34	0.3	0.15	0.47	0.56	0.64	0.68	0.28	0.24	0.23	-0.02	-0.02	0.03	0.03	0.0	0.96	0.97	0.96	-0.24	-0.29	-0.06	-0.11	-0.44	1.17	1.15	1.16	0.21	0.81	1.29	1.69	2.1	AT5G45470	E+
864.0	42.86	42.86	31.1	381.11	338.25	408.48	358.57	542.52	458.8	332.82	248.82	215.25	188.2	177.77	308.25	315.17	319.61	329.17	247.56	212.3	182.3	171.57	52.13	52.42	53.72	42.12	40.12	39.05	37.87	37.39	41.62	41.76	41.85	290.71	208.7	176.19	150.33	140.38	266.63	273.41	277.76	3.65	1.26	2.95	5.91	6.2	256.12	262.76	265.89	0.89	0.87	0.83	0.81	0.79	0.78	0.86	0.86	0.87	-0.01	-0.03	-0.03	-0.02	-0.02	0.83	0.83	0.83	0.17	0.59	0.86	1.14	1.31	0.28	0.25	0.23	0.13	0.38	0.48	0.55	0.59	0.2	0.18	0.17	-0.01	-0.05	-0.04	-0.05	-0.05	0.96	0.96	0.96	-0.4	-0.8	-0.74	-0.75	-0.99	1.23	1.24	1.28	0.3	0.77	1.07	1.54	1.71	AT5G45470	E+
875.0	49.8	49.8	36.99	421.34	371.54	439.56	393.49	559.52	485.77	365.78	273.48	238.01	204.52	189.06	346.74	354.32	360.65	346.42	274.51	222.24	176.76	152.14	59.5	64.38	63.7	48.89	46.57	45.31	43.86	42.96	48.44	48.62	48.73	316.89	226.9	192.7	160.65	146.1	298.3	305.7	311.93	19.36	-1.04	15.77	27.75	36.92	287.24	289.94	296.96	0.88	0.87	0.83	0.81	0.78	0.77	0.86	0.86	0.86	0.04	-0.02	0.04	0.12	0.17	0.83	0.82	0.82	0.17	0.58	0.82	1.11	1.32	0.24	0.21	0.19	0.14	0.39	0.48	0.57	0.61	0.19	0.18	0.16	0.04	-0.03	0.05	0.14	0.21	0.97	0.95	0.95	0.06	-0.49	-0.06	0.29	0.39	1.19	1.28	1.27	0.3	0.68	1.1	1.71	2.25	AT5G45470	E+
1472.0	55.11	55.11	42.91	459.2	404.09	484.75	439.67	603.21	528.13	405.67	278.76	240.39	204.93	192.05	384.53	395.82	394.96	390.78	281.44	231.03	187.35	160.34	67.53	68.63	66.04	54.23	50.87	49.31	47.52	46.69	53.79	54.01	53.99	351.44	227.89	191.08	157.41	145.36	330.74	341.81	340.96	14.89	-2.67	9.36	17.58	31.71	317.0	327.19	328.92	0.88	0.87	0.82	0.79	0.76	0.75	0.86	0.86	0.86	0.03	-0.03	0.02	0.06	0.14	0.82	0.82	0.83	0.15	0.68	0.96	1.31	1.47	0.21	0.17	0.18	0.13	0.44	0.53	0.61	0.65	0.18	0.15	0.15	0.03	-0.04	0.01	0.07	0.17	0.96	0.96	0.97	0.04	-0.48	-0.2	-0.02	0.28	1.22	1.24	1.2	0.27	0.79	1.21	1.79	2.37	AT5G45470	E+
1853.0	105.5	105.5	87.38	779.4	673.89	818.1	745.02	977.04	878.12	671.4	444.45	395.39	339.99	317.73	631.46	652.46	655.82	674.21	443.64	378.25	318.79	292.68	126.77	125.07	123.34	103.16	95.38	92.83	89.25	87.61	102.19	102.74	102.82	568.24	349.07	302.57	250.74	230.12	529.26	549.72	553.0	-2.81	0.81	17.14	21.2	25.05	504.69	527.39	532.48	0.87	0.85	0.79	0.76	0.74	0.72	0.84	0.84	0.84	-0.01	-0.01	0.03	0.04	0.06	0.8	0.81	0.81	0.17	0.78	1.01	1.35	1.51	0.26	0.22	0.21	0.15	0.48	0.55	0.63	0.66	0.22	0.18	0.18	-0.02	-0.02	0.03	0.05	0.08	0.96	0.96	0.96	-0.25	-0.27	-0.07	0.01	0.06	1.18	1.17	1.16	0.24	0.89	1.25	1.7	2.01	AT5G45470	E+
3358.0	75.99	75.99	60.17	619.0	543.01	642.58	580.14	788.96	699.38	541.47	393.75	340.19	293.29	271.02	487.64	508.15	510.46	541.39	390.72	322.65	280.19	257.03	93.12	94.87	94.03	74.6	70.59	68.56	66.29	64.99	73.41	73.89	73.93	466.87	323.16	271.63	227.0	206.03	414.23	434.26	436.53	0.08	3.02	17.53	13.1	13.99	394.52	413.28	416.43	0.88	0.86	0.82	0.8	0.77	0.76	0.85	0.86	0.86	-0.01	-0.01	0.03	0.02	0.02	0.81	0.81	0.82	0.15	0.59	0.84	1.14	1.33	0.28	0.23	0.22	0.13	0.39	0.49	0.58	0.62	0.23	0.19	0.19	-0.01	-0.01	0.04	0.02	0.02	0.95	0.95	0.95	-0.26	-0.28	-0.07	-0.21	-0.22	1.22	1.25	1.24	0.21	0.68	1.06	1.4	1.62	AT5G45470	E+
1156.0	44.15	44.15	31.96	387.55	343.4	406.97	361.71	522.13	449.28	338.35	244.17	203.34	168.4	151.69	311.25	320.68	324.84	325.72	240.64	192.82	149.22	126.34	51.56	54.69	55.07	43.33	41.12	39.62	37.88	36.83	42.83	42.99	43.09	295.01	203.05	163.71	130.52	114.86	268.42	277.68	281.74	12.63	3.53	10.52	19.18	25.35	259.69	265.99	269.77	0.89	0.87	0.83	0.8	0.77	0.75	0.86	0.86	0.86	0.03	-0.01	0.03	0.09	0.13	0.83	0.83	0.83	0.17	0.64	0.99	1.43	1.72	0.28	0.25	0.24	0.14	0.41	0.53	0.62	0.67	0.22	0.19	0.18	0.03	-0.01	0.03	0.11	0.16	0.97	0.96	0.96	-0.07	-0.49	-0.28	-0.09	-0.06	1.16	1.21	1.23	0.31	0.8	1.33	2.33	3.14	WT	E+
1113.0	49.16	49.16	36.84	424.29	375.13	450.91	402.54	573.65	495.86	377.79	245.85	206.97	176.22	163.08	346.19	360.12	363.19	367.59	251.36	201.49	165.33	146.56	60.89	60.37	59.77	48.42	45.03	43.39	41.71	40.81	47.75	48.05	48.11	329.37	200.83	163.58	134.51	122.28	298.43	312.07	315.08	10.2	-5.51	5.48	10.89	16.52	285.3	299.74	303.42	0.88	0.87	0.81	0.79	0.76	0.74	0.86	0.86	0.86	0.01	-0.05	-0.0	0.03	0.06	0.82	0.83	0.83	0.14	0.78	1.13	1.52	1.77	0.26	0.21	0.21	0.11	0.46	0.57	0.64	0.68	0.2	0.16	0.16	0.01	-0.07	-0.01	0.02	0.07	0.96	0.96	0.97	-0.16	-0.77	-0.5	-0.39	-0.29	1.22	1.22	1.21	0.26	0.89	1.43	2.16	2.59	WT	E+
998.0	43.85	43.85	31.67	383.36	339.5	411.13	359.81	540.93	462.0	333.98	244.32	207.88	174.16	157.35	301.06	315.88	322.18	333.62	241.96	205.13	166.26	149.72	54.59	56.75	55.52	43.06	40.94	39.59	37.99	37.0	42.4	42.73	42.85	290.92	203.38	168.29	136.16	120.35	258.65	273.16	279.33	0.36	2.36	2.75	7.9	7.63	246.47	259.13	266.66	0.88	0.87	0.83	0.8	0.77	0.75	0.86	0.86	0.86	-0.02	-0.02	-0.03	-0.01	-0.0	0.81	0.82	0.82	0.18	0.63	0.96	1.35	1.65	0.33	0.25	0.23	0.13	0.4	0.5	0.6	0.65	0.23	0.19	0.17	-0.02	-0.04	-0.05	-0.04	-0.01	0.95	0.95	0.96	-0.57	-0.76	-0.88	-0.9	-0.77	1.22	1.28	1.24	0.29	0.81	1.28	1.85	2.29	WT	E+
912.0	65.14	65.14	49.1	508.97	443.83	533.88	468.4	676.42	589.64	421.59	281.35	243.12	210.17	189.8	388.49	409.31	416.46	432.18	276.65	236.74	201.58	183.84	80.71	79.08	74.7	63.39	58.65	56.65	54.47	52.88	62.48	63.07	63.26	358.21	222.71	186.47	155.7	136.92	326.01	346.24	353.2	-10.59	4.7	6.38	8.6	5.96	307.78	330.24	341.77	0.87	0.85	0.79	0.76	0.74	0.72	0.84	0.84	0.85	-0.04	-0.01	0.0	0.01	-0.02	0.79	0.8	0.82	0.23	0.87	1.17	1.52	1.85	0.38	0.3	0.27	0.18	0.49	0.58	0.65	0.69	0.27	0.22	0.2	-0.05	-0.02	-0.01	-0.01	-0.06	0.95	0.95	0.97	-0.64	-0.52	-0.44	-0.52	-0.98	1.2	1.2	1.13	0.28	1.28	1.44	2.45	2.42	WT	E+
1399.0	61.09	61.09	45.9	484.85	423.76	504.31	444.25	630.34	553.15	433.01	292.36	240.58	202.32	179.97	401.49	417.85	422.25	420.15	287.29	234.38	187.88	160.11	77.18	76.96	72.18	60.17	56.12	53.68	51.32	49.61	59.44	59.81	59.92	372.84	236.23	186.89	151.0	130.36	342.05	358.04	362.33	12.86	5.07	6.2	14.44	19.86	324.31	340.89	350.07	0.87	0.86	0.81	0.77	0.74	0.72	0.85	0.86	0.86	0.02	0.0	-0.02	0.04	0.07	0.81	0.81	0.83	0.14	0.69	1.12	1.51	1.92	0.25	0.2	0.18	0.11	0.44	0.56	0.65	0.7	0.19	0.16	0.14	0.02	-0.0	-0.29	0.04	0.07	0.95	0.95	0.97	-0.02	-0.29	-9.5	-0.34	-1.02	1.23	1.22	1.17	0.25	0.86	1.34	1.99	3.26	WT	E+
2055.0	67.24	67.24	53.18	551.84	484.6	579.36	528.72	702.03	623.04	490.15	339.85	275.02	230.78	208.62	453.29	473.5	478.23	475.91	338.56	268.7	209.87	185.02	82.7	86.33	83.18	66.18	62.21	59.5	56.96	55.36	65.38	65.81	65.92	423.97	277.64	215.52	173.82	153.26	387.91	407.69	412.31	14.24	1.29	6.32	20.9	23.6	370.59	387.17	395.05	0.88	0.87	0.82	0.78	0.75	0.73	0.86	0.86	0.86	0.03	-0.01	0.01	0.08	0.09	0.82	0.82	0.83	0.14	0.64	1.05	1.47	1.77	0.24	0.19	0.18	0.12	0.42	0.55	0.64	0.69	0.2	0.16	0.15	0.03	-0.02	0.0	0.1	0.11	0.96	0.95	0.96	0.07	-0.32	-0.28	-0.0	-0.01	1.21	1.25	1.21	0.25	0.76	1.27	2.1	2.54	WT	E+
2500.0	84.57	84.57	69.21	683.63	599.06	707.34	644.27	854.56	761.68	578.95	392.03	334.59	286.8	261.12	499.85	528.86	536.33	582.85	389.87	321.14	269.53	246.67	101.55	103.83	103.0	82.66	77.18	74.5	71.65	69.77	80.6	81.32	81.47	496.3	314.85	260.09	215.15	191.35	419.24	447.54	454.86	-3.9	2.16	13.45	17.27	14.45	398.3	425.03	433.33	0.88	0.86	0.8	0.77	0.74	0.72	0.83	0.84	0.84	-0.02	-0.01	0.02	0.03	0.03	0.79	0.8	0.81	0.21	0.8	1.12	1.54	1.84	0.53	0.46	0.51	0.17	0.48	0.57	0.65	0.69	0.31	0.26	0.25	-0.02	-0.02	0.02	0.02	0.02	0.96	0.96	0.97	-0.29	-0.33	-0.13	-0.38	-0.33	1.17	1.18	1.18	0.27	0.89	1.34	2.12	2.28	WT	E+
1921.0	41.73	41.73	29.83	367.58	325.84	395.49	347.9	518.79	441.24	327.8	227.54	191.38	161.46	146.26	298.19	307.73	311.06	318.28	234.68	192.58	154.82	137.05	50.9	54.39	51.82	41.11	38.72	37.34	35.86	34.89	40.53	40.76	40.81	286.68	188.83	154.04	125.61	111.37	257.66	266.97	270.25	9.51	-7.13	-1.2	6.65	9.21	247.29	253.34	259.24	0.89	0.87	0.83	0.8	0.77	0.75	0.86	0.87	0.87	0.01	-0.07	-0.04	-0.01	0.02	0.83	0.82	0.83	0.15	0.67	1.01	1.41	1.69	0.27	0.23	0.22	0.11	0.42	0.53	0.62	0.66	0.2	0.17	0.16	0.01	-0.09	-0.06	-0.03	-0.0	0.96	0.95	0.96	-0.22	-1.12	-0.86	-0.79	-0.64	1.23	1.3	1.25	0.29	0.8	1.24	1.95	2.42	WT	E+
2671.0	93.87	93.87	77.8	754.15	660.28	777.53	712.6	926.49	833.04	654.08	447.44	371.7	310.2	276.52	581.89	606.79	612.22	653.56	445.55	357.43	295.57	264.24	117.47	120.34	116.08	92.05	86.19	82.8	79.08	76.44	90.09	90.69	90.76	562.03	361.24	288.91	231.12	200.07	491.79	516.11	521.46	0.52	1.89	14.28	14.63	12.27	464.41	486.45	496.13	0.88	0.86	0.81	0.77	0.74	0.72	0.84	0.84	0.85	-0.01	-0.01	0.02	0.03	0.02	0.8	0.8	0.81	0.17	0.71	1.08	1.51	1.91	0.4	0.33	0.35	0.15	0.45	0.57	0.66	0.7	0.26	0.22	0.21	-0.01	-0.01	0.02	0.03	0.01	0.95	0.95	0.95	-0.19	-0.23	-0.11	-0.11	-0.22	1.22	1.25	1.18	0.23	0.79	1.26	1.8	2.63	WT	E+
1684.0	61.44	61.44	46.61	513.22	451.78	541.44	475.67	686.65	598.16	431.47	292.01	250.95	211.91	189.69	399.7	415.39	420.52	441.11	282.85	238.62	203.02	183.52	79.45	77.11	76.89	60.0	55.99	54.12	51.84	50.23	59.16	59.52	59.63	371.47	236.02	196.83	160.08	139.46	340.54	355.87	360.89	-9.64	9.16	12.33	8.89	6.17	320.26	338.28	343.64	0.88	0.86	0.8	0.78	0.75	0.72	0.84	0.85	0.85	-0.04	0.0	0.01	-0.01	-0.11	0.8	0.81	0.81	0.23	0.83	1.18	1.64	2.16	0.45	0.37	0.34	0.17	0.47	0.56	0.65	0.7	0.25	0.21	0.2	-0.06	-0.01	-0.02	-0.05	-1.19	0.95	0.93	0.96	-0.72	-0.46	-0.6	-0.83	-75.83	1.22	1.07	1.21	0.29	1.08	1.5	2.43	2.73	WT	E+
1270.0	31.29	31.29	21.23	287.24	255.95	307.21	262.55	426.19	351.24	248.86	171.38	145.03	121.86	110.75	221.24	233.1	232.04	240.89	180.43	139.38	117.47	98.41	36.5	37.74	37.23	30.71	28.84	27.76	26.6	25.83	30.07	30.35	30.3	218.15	142.55	117.27	95.26	84.92	191.17	202.75	201.74	7.97	-9.04	5.65	4.39	12.35	184.74	195.36	194.8	0.89	0.87	0.82	0.8	0.77	0.75	0.86	0.86	0.86	0.0	-0.11	-0.03	-0.05	0.01	0.83	0.83	0.83	0.2	0.79	1.14	1.6	1.94	0.4	0.33	0.35	0.13	0.44	0.54	0.63	0.67	0.24	0.2	0.2	-0.0	-0.15	-0.06	-0.1	-0.07	0.97	0.97	0.97	-0.57	-1.85	-1.3	-1.61	-2.21	1.19	1.23	1.23	0.36	0.91	1.64	2.67	3.98	WT	E+
2073.0	43.86	43.86	31.5	386.62	342.75	406.59	354.08	533.46	455.21	341.05	218.94	182.06	155.08	142.15	307.12	318.12	321.6	326.95	226.15	180.98	145.99	129.24	53.34	54.47	53.71	43.16	40.01	38.37	36.81	35.9	42.42	42.64	42.71	297.89	178.93	143.69	118.27	106.25	264.7	275.48	278.89	14.1	-7.22	1.08	9.09	12.91	253.79	263.65	267.89	0.89	0.87	0.81	0.78	0.75	0.74	0.86	0.86	0.86	0.02	-0.07	-0.04	-0.01	0.02	0.82	0.82	0.83	0.16	0.84	1.23	1.68	1.95	0.33	0.29	0.26	0.12	0.47	0.58	0.65	0.69	0.22	0.19	0.18	0.02	-0.1	-0.07	-0.08	-0.02	0.96	0.96	0.96	-0.02	-1.14	-0.9	-1.72	-1.21	1.24	1.26	1.31	0.3	0.96	1.59	2.44	2.82	WT	E+
977.0	94.89	94.89	77.88	729.54	634.65	754.46	687.1	898.71	808.6	628.26	414.07	348.89	295.4	264.93	569.77	598.71	605.9	626.45	409.21	336.55	279.27	252.79	118.78	116.7	114.96	92.91	85.98	82.63	79.03	76.61	91.44	92.17	92.34	535.35	328.09	266.26	216.37	188.31	478.33	506.54	513.56	1.8	4.86	12.34	16.13	12.14	450.99	482.01	490.94	0.87	0.85	0.8	0.76	0.73	0.71	0.84	0.85	0.85	-0.01	0.0	0.02	0.04	0.03	0.79	0.81	0.81	0.17	0.76	1.12	1.53	1.85	0.31	0.25	0.23	0.15	0.47	0.58	0.66	0.7	0.25	0.2	0.19	-0.01	-0.0	0.02	0.03	0.03	0.95	0.96	0.96	-0.19	-0.16	-0.11	-0.2	-0.22	1.21	1.2	1.2	0.23	0.89	1.37	2.07	2.35	WT	E+
1989.0	51.93	51.93	39.85	443.19	391.27	472.73	424.76	602.92	520.35	391.72	278.78	241.47	203.15	188.56	360.99	373.58	380.74	375.64	272.06	231.06	194.86	174.03	61.62	65.09	61.63	51.1	48.32	46.97	45.13	44.28	50.49	50.74	50.88	340.62	230.46	194.49	158.02	144.28	310.5	322.84	329.86	16.08	6.72	10.4	8.29	14.53	299.37	308.49	319.12	0.88	0.87	0.82	0.8	0.77	0.76	0.86	0.86	0.86	0.03	-0.0	0.02	0.01	0.04	0.83	0.82	0.84	0.15	0.63	0.89	1.27	1.46	0.25	0.21	0.19	0.12	0.41	0.5	0.6	0.63	0.2	0.17	0.15	0.03	-0.01	0.01	-0.01	0.04	0.96	0.96	0.97	0.01	-0.32	-0.27	-0.42	-0.28	1.19	1.24	1.18	0.29	0.81	1.17	1.61	2.01	AT5G45470	E-
1586.0	50.43	50.43	38.02	440.45	390.02	456.51	408.99	581.4	505.28	391.69	294.06	251.99	212.69	197.02	358.6	371.47	373.81	375.21	291.49	245.47	202.45	178.58	59.64	64.04	62.01	49.69	47.51	46.12	44.5	43.69	49.07	49.3	49.35	342.0	246.55	205.87	168.19	153.32	309.52	322.17	324.46	16.48	2.57	6.52	10.24	18.44	298.96	307.43	311.8	0.88	0.87	0.84	0.81	0.79	0.77	0.86	0.87	0.87	0.03	-0.01	-0.0	0.02	0.07	0.83	0.82	0.83	0.14	0.53	0.8	1.14	1.32	0.26	0.21	0.2	0.12	0.37	0.47	0.57	0.61	0.2	0.17	0.16	0.03	-0.02	-0.01	0.01	0.07	0.97	0.96	0.96	0.03	-0.37	-0.35	-0.38	-0.07	1.18	1.26	1.22	0.25	0.63	0.95	1.43	1.81	AT5G45470	E-
2374.0	62.64	62.64	48.5	530.53	467.89	550.79	497.94	678.95	599.28	466.89	336.45	286.53	244.27	226.38	435.61	452.32	456.66	449.57	330.57	273.82	224.77	196.53	74.57	80.02	78.81	61.6	58.42	56.57	54.59	53.56	61.0	61.31	61.4	405.28	278.03	229.96	189.68	172.82	374.62	391.01	395.26	17.31	5.87	12.7	19.51	29.86	361.04	372.3	377.85	0.88	0.87	0.83	0.8	0.77	0.76	0.86	0.86	0.87	0.03	0.0	0.03	0.06	0.12	0.83	0.82	0.83	0.15	0.61	0.9	1.24	1.42	0.23	0.19	0.18	0.13	0.41	0.51	0.6	0.63	0.2	0.16	0.15	0.04	-0.0	0.03	0.08	0.15	0.96	0.95	0.96	0.12	-0.24	-0.08	0.02	0.26	1.19	1.26	1.25	0.26	0.72	1.15	1.69	2.3	AT5G45470	E-
1860.0	80.36	80.36	63.96	634.46	554.1	651.93	585.91	796.09	708.22	545.5	372.7	324.57	277.78	255.28	484.96	513.33	525.31	542.65	363.63	309.22	261.13	235.13	91.32	95.19	93.07	78.65	73.41	71.24	68.5	66.92	77.19	77.89	78.21	466.86	299.29	253.33	209.28	188.37	407.77	435.44	447.1	2.85	9.07	15.35	16.65	20.16	393.64	418.15	432.24	0.87	0.86	0.8	0.78	0.75	0.73	0.84	0.85	0.85	-0.0	0.01	0.03	0.04	0.05	0.81	0.82	0.82	0.18	0.73	1.0	1.35	1.59	0.35	0.28	0.24	0.15	0.45	0.54	0.62	0.66	0.27	0.22	0.2	-0.01	0.01	0.03	0.05	0.05	0.97	0.96	0.97	-0.18	-0.17	-0.11	-0.07	-0.1	1.13	1.17	1.15	0.23	0.86	1.24	1.7	2.02	AT5G45470	E-
1099.0	80.79	80.79	63.81	660.4	579.61	675.35	606.66	826.15	736.0	571.96	433.56	376.02	325.58	299.56	495.7	525.62	531.23	570.7	422.92	355.49	307.46	280.43	95.88	101.3	100.93	79.27	75.75	73.66	71.39	70.01	77.51	78.26	78.37	492.69	357.81	302.36	254.19	229.55	418.18	447.36	452.85	1.26	10.63	20.53	18.13	19.13	399.82	424.32	430.29	0.88	0.86	0.82	0.8	0.78	0.76	0.84	0.85	0.85	-0.01	0.01	0.04	0.04	0.04	0.81	0.81	0.81	0.17	0.55	0.79	1.07	1.26	0.35	0.28	0.26	0.15	0.38	0.48	0.56	0.61	0.28	0.23	0.22	-0.01	0.01	0.05	0.04	0.04	0.96	0.95	0.95	-0.24	-0.08	0.04	-0.01	-0.06	1.18	1.23	1.23	0.2	0.64	0.97	1.28	1.52	AT5G45470	E-
3819.0	104.19	104.19	88.26	811.87	707.68	841.24	778.16	993.45	895.78	708.71	480.63	420.83	364.59	334.67	628.32	667.36	681.53	698.21	473.43	401.04	336.61	306.04	124.28	126.34	126.48	102.24	95.45	92.71	89.57	87.56	100.33	101.29	101.62	606.48	385.18	328.12	275.03	247.1	527.99	566.07	579.9	10.5	7.2	19.79	27.98	28.62	504.04	541.02	555.04	0.87	0.86	0.8	0.78	0.75	0.74	0.84	0.85	0.85	0.01	0.0	0.03	0.06	0.07	0.8	0.81	0.81	0.16	0.71	0.96	1.27	1.48	0.31	0.23	0.21	0.14	0.46	0.54	0.62	0.66	0.26	0.2	0.18	0.01	0.0	0.04	0.08	0.08	0.95	0.96	0.96	-0.03	-0.12	0.03	0.13	0.1	1.17	1.19	1.19	0.23	0.83	1.16	1.65	1.87	AT5G45470	E-
1691.0	118.77	118.77	99.89	877.01	758.24	903.75	829.44	1063.07	963.37	768.17	512.64	448.8	391.81	358.32	685.05	730.59	744.71	764.22	507.74	434.62	362.29	325.22	136.81	138.54	138.22	116.49	107.93	104.73	101.14	98.57	114.16	115.38	115.74	651.68	404.71	344.06	290.67	259.75	570.89	615.22	628.96	3.96	4.89	14.18	29.52	33.1	548.24	592.05	606.49	0.87	0.85	0.79	0.77	0.74	0.72	0.83	0.84	0.84	0.0	-0.0	0.02	0.06	0.08	0.8	0.81	0.82	0.16	0.75	1.0	1.31	1.56	0.34	0.26	0.24	0.14	0.47	0.55	0.62	0.66	0.26	0.2	0.18	0.0	-0.01	0.03	0.08	0.09	0.97	0.97	0.97	-0.08	-0.21	-0.05	0.1	0.12	1.13	1.14	1.15	0.22	0.86	1.18	1.65	2.05	AT5G45470	E-
1682.0	61.38	61.38	46.32	499.87	438.49	529.85	470.85	666.43	583.47	447.71	298.92	255.85	217.4	197.16	407.85	426.65	433.13	437.32	293.1	249.9	207.93	182.39	68.62	72.54	73.92	60.47	56.4	54.52	52.36	51.0	59.61	60.0	60.15	387.24	242.52	201.33	165.04	146.16	348.23	366.65	372.98	10.39	5.82	5.95	9.47	14.77	339.22	354.11	359.21	0.88	0.86	0.81	0.78	0.75	0.73	0.85	0.86	0.86	0.01	0.0	-0.0	0.01	0.03	0.83	0.83	0.83	0.13	0.7	1.0	1.37	1.66	0.25	0.21	0.18	0.11	0.45	0.54	0.63	0.67	0.2	0.16	0.14	0.01	-0.0	-0.01	0.01	-0.04	0.98	0.97	0.96	-0.06	-0.26	-0.32	-0.3	-2.15	1.12	1.17	1.19	0.25	0.88	1.24	1.74	2.23	AT5G45470	E-
