Size [pixels]	Fo	Fo_gauss	Fo_median	Fm	Fv	Fp	Fp-median	Fp-gauss	Fp-average	Fm_L1	Fm_L2	Fm_L3	Fm_L4	Fm_Lss	Fm_D1	Fm_D2	Fm_D3	Ft_L1	Ft_L2	Ft_L3	Ft_L4	Ft_Lss	Ft_D1	Ft_D2	Ft_D3	Fo_L1	Fo_L2	Fo_L3	Fo_L4	Fo_Lss	Fo_D1	Fo_D2	Fo_D3	Fv_L1	Fv_L2	Fv_L3	Fv_L4	Fv_Lss	Fv_D1	Fv_D2	Fv_D3	Fq_L1	Fq_L2	Fq_L3	Fq_L4	Fq_Lss	Fq_D1	Fq_D2	Fq_D3	QY_max	Fv/Fm_L1	Fv/Fm_L2	Fv/Fm_L3	Fv/Fm_L4	Fv/Fm_Lss	Fv/Fm_D1	Fv/Fm_D2	Fv/Fm_D3	QY_L1	QY_L2	QY_L3	QY_L4	QY_Lss	QY_D1	QY_D2	QY_D3	NPQ_L1	NPQ_L2	NPQ_L3	NPQ_L4	NPQ_Lss	NPQ_D1	NPQ_D2	NPQ_D3	qN_L1	qN_L2	qN_L3	qN_L4	qN_Lss	qN_D1	qN_D2	qN_D3	qP_L1	qP_L2	qP_L3	qP_L4	qP_Lss	qP_D1	qP_D2	qP_D3	qL_L1	qL_L2	qL_L3	qL_L4	qL_Lss	qL_D1	qL_D2	qL_D3	Rfd_L1	Rfd_L2	Rfd_L3	Rfd_L4	Rfd_Lss	plant	inoculation
1421.0	47.16	47.16	36.0	429.07	381.91	454.94	409.3	578.06	498.82	391.29	309.62	245.14	208.83	198.0	344.59	376.46	382.79	368.93	304.89	241.25	193.27	174.5	57.83	58.16	58.65	46.65	45.07	43.27	41.86	41.31	45.82	46.37	46.48	344.64	264.55	201.87	166.97	156.7	298.77	330.09	336.31	22.36	4.73	3.89	15.56	23.51	286.76	318.3	324.14	0.89	0.88	0.85	0.82	0.79	0.79	0.87	0.88	0.88	0.04	-0.01	-0.02	0.04	0.09	0.83	0.85	0.85	0.12	0.43	0.82	1.15	1.29	0.28	0.17	0.15	0.09	0.3	0.47	0.56	0.59	0.21	0.13	0.11	0.04	-0.01	-0.03	0.04	0.1	0.96	0.97	0.97	0.05	-0.42	-0.55	-0.35	-0.06	1.22	1.22	1.25	0.28	0.56	1.01	1.64	2.01	AT5G45470	E-
592.0	43.65	43.65	32.21	407.82	364.17	429.06	386.16	547.42	470.5	373.94	300.78	236.58	199.97	188.86	313.06	352.13	359.55	354.32	296.59	235.27	186.06	160.36	51.1	56.5	54.17	43.17	41.87	40.22	38.84	38.37	42.11	42.83	42.96	330.77	258.92	196.37	161.13	150.49	270.96	309.3	316.59	19.63	4.19	1.32	13.9	28.5	261.97	295.63	305.38	0.89	0.88	0.86	0.83	0.8	0.79	0.86	0.88	0.88	0.04	-0.01	-0.02	0.04	0.12	0.83	0.84	0.85	0.1	0.38	0.77	1.11	1.23	0.33	0.17	0.15	0.08	0.28	0.46	0.56	0.59	0.25	0.14	0.12	0.05	-0.01	-0.03	0.04	0.14	0.97	0.96	0.97	0.2	-0.4	-0.57	-0.13	0.29	1.18	1.28	1.25	0.24	0.49	0.92	1.46	1.89	AT5G45470	E-
2196.0	86.89	86.89	73.18	717.87	630.98	749.53	698.59	888.88	800.36	658.32	534.66	434.13	362.63	335.46	552.29	614.38	627.32	641.98	519.13	406.26	336.83	298.18	99.29	105.73	106.09	85.94	83.32	80.3	77.34	75.97	83.76	85.11	85.37	572.39	451.34	353.83	285.28	259.5	468.53	529.27	541.95	16.34	15.53	27.87	25.8	37.28	453.0	508.65	521.23	0.88	0.87	0.84	0.81	0.78	0.77	0.85	0.86	0.86	0.02	0.02	0.06	0.06	0.1	0.82	0.83	0.83	0.1	0.35	0.67	1.0	1.17	0.31	0.18	0.15	0.09	0.28	0.44	0.55	0.59	0.26	0.16	0.14	0.02	0.03	0.07	0.07	0.12	0.97	0.96	0.96	0.07	0.06	0.22	0.17	0.34	1.15	1.2	1.2	0.18	0.47	0.88	1.28	1.59	AT5G45470	E-
735.0	84.11	84.11	70.56	693.36	609.25	700.16	653.43	823.21	743.56	628.07	546.61	428.86	344.31	315.17	550.25	595.17	610.85	567.96	498.21	392.49	284.86	239.75	97.75	106.32	104.4	83.05	81.37	78.03	74.59	73.04	81.48	82.42	82.72	545.03	465.24	350.83	269.73	242.12	468.77	512.75	528.13	60.11	48.4	36.37	59.45	75.42	452.5	488.85	506.46	0.88	0.87	0.85	0.82	0.78	0.77	0.85	0.86	0.86	0.09	0.08	0.08	0.17	0.23	0.82	0.82	0.83	0.11	0.28	0.63	1.04	1.23	0.27	0.17	0.14	0.1	0.24	0.43	0.56	0.61	0.23	0.16	0.13	0.11	0.1	0.09	0.21	0.3	0.97	0.95	0.96	0.66	0.55	0.4	0.68	0.84	1.16	1.24	1.22	0.25	0.42	0.82	1.54	2.07	AT5G45470	E-
1549.0	47.91	47.91	36.08	419.49	371.58	450.58	403.33	577.86	496.07	385.89	298.9	244.69	207.45	192.99	340.32	362.66	367.4	365.52	285.45	236.19	197.12	177.94	56.49	57.59	57.68	47.43	45.61	44.0	42.45	41.75	46.58	47.0	47.08	338.46	253.29	200.68	165.0	151.24	293.74	315.66	320.32	20.37	13.44	8.5	10.33	15.05	283.83	305.07	309.72	0.88	0.88	0.84	0.82	0.79	0.78	0.86	0.87	0.87	0.04	0.02	0.01	0.01	0.04	0.83	0.84	0.84	0.11	0.44	0.77	1.1	1.27	0.26	0.18	0.17	0.07	0.31	0.46	0.55	0.59	0.2	0.14	0.13	0.04	0.02	0.0	0.01	0.04	0.97	0.97	0.97	0.11	-0.16	-0.39	-0.4	-0.31	1.19	1.21	1.21	0.27	0.64	1.02	1.49	1.79	AT5G45470	E-
581.0	54.34	54.34	41.39	463.35	409.01	486.16	438.82	613.2	531.75	418.86	315.95	254.62	214.55	194.6	384.08	404.97	409.26	394.76	307.88	248.23	206.67	175.25	63.82	67.9	66.95	53.65	51.3	49.19	47.3	46.14	52.98	53.38	53.44	365.21	264.65	205.44	167.25	148.46	331.09	351.59	355.81	24.1	8.07	6.39	7.88	19.35	320.26	337.08	342.31	0.88	0.87	0.84	0.8	0.77	0.76	0.86	0.87	0.87	0.05	0.01	-0.0	-0.0	0.05	0.83	0.83	0.83	0.13	0.5	0.88	1.27	1.52	0.23	0.18	0.16	0.1	0.35	0.5	0.59	0.64	0.19	0.14	0.13	0.05	0.01	-0.01	-0.01	0.05	0.97	0.96	0.96	0.18	-0.2	-0.38	-0.46	-0.32	1.16	1.22	1.22	0.27	0.65	1.08	1.57	2.14	AT5G45470	E-
2492.0	104.29	104.29	89.4	816.91	712.62	843.25	787.24	986.77	894.18	747.19	564.33	450.92	382.4	355.33	645.63	692.85	706.82	727.34	550.26	428.31	352.8	322.15	118.1	126.99	124.12	103.04	98.47	94.23	90.72	89.03	100.79	101.9	102.22	644.15	465.86	356.68	291.68	266.3	544.84	590.95	604.6	19.85	14.08	22.61	29.6	33.19	527.53	565.86	582.7	0.87	0.86	0.83	0.79	0.76	0.75	0.84	0.85	0.86	0.02	0.02	0.04	0.06	0.08	0.82	0.82	0.82	0.1	0.46	0.83	1.17	1.34	0.28	0.19	0.17	0.09	0.34	0.5	0.6	0.63	0.24	0.17	0.15	0.02	0.02	0.05	0.08	0.1	0.97	0.96	0.96	0.1	0.04	0.09	0.17	0.2	1.13	1.21	1.17	0.18	0.56	1.01	1.47	1.72	AT5G45470	E-
2342.0	77.81	77.81	63.98	648.93	571.12	677.33	621.42	825.16	730.68	575.38	399.1	339.57	290.09	267.08	496.5	538.68	549.3	562.71	391.1	319.95	267.09	245.57	90.78	96.96	96.82	76.59	72.13	69.78	67.29	65.88	74.89	75.85	76.07	498.79	326.97	269.79	222.8	201.2	421.6	462.83	473.23	12.66	8.0	19.62	23.0	21.51	405.71	441.72	452.48	0.88	0.87	0.82	0.79	0.76	0.75	0.85	0.86	0.86	0.01	0.01	0.04	0.06	0.06	0.82	0.82	0.82	0.14	0.65	0.95	1.29	1.5	0.33	0.22	0.2	0.12	0.43	0.53	0.61	0.65	0.26	0.19	0.17	0.01	0.0	0.04	0.07	0.06	0.96	0.96	0.96	-0.03	-0.16	-0.01	0.04	-0.03	1.16	1.23	1.23	0.22	0.78	1.19	1.69	1.94	AT5G45470	E-
1927.0	53.41	53.41	41.55	470.65	417.25	489.8	451.02	619.72	538.52	428.24	337.36	271.38	228.53	210.37	368.69	403.59	411.02	407.11	334.81	264.81	212.36	189.06	63.04	66.62	64.03	52.8	50.97	49.05	47.29	46.35	51.68	52.36	52.5	375.44	286.39	222.33	181.24	164.01	317.01	351.23	358.51	21.13	2.55	6.57	16.16	21.31	305.65	336.96	346.98	0.89	0.88	0.85	0.82	0.79	0.78	0.86	0.87	0.87	0.04	-0.01	-0.0	0.05	0.08	0.83	0.83	0.84	0.12	0.43	0.79	1.13	1.32	0.3	0.19	0.16	0.09	0.31	0.47	0.57	0.61	0.24	0.15	0.13	0.04	-0.02	-0.01	0.05	0.09	0.97	0.96	0.97	0.16	-0.4	-0.34	-0.13	0.04	1.19	1.24	1.2	0.23	0.51	0.93	1.5	1.85	AT5G45470	E-
528.0	63.67	63.67	51.75	549.01	485.35	568.26	523.44	685.97	610.05	505.53	429.64	344.95	285.69	260.68	401.71	461.2	480.43	478.84	414.62	329.73	258.56	225.27	75.2	79.22	78.19	63.01	61.55	59.41	57.18	56.05	60.9	62.24	62.58	442.51	368.09	285.53	228.51	204.63	340.81	398.96	417.85	26.69	15.02	15.22	27.13	35.42	326.51	381.97	402.24	0.88	0.87	0.86	0.83	0.8	0.78	0.85	0.86	0.87	0.05	0.03	0.03	0.08	0.12	0.81	0.83	0.84	0.09	0.29	0.61	0.95	1.14	0.38	0.2	0.15	0.08	0.24	0.41	0.53	0.58	0.3	0.17	0.13	0.05	0.03	0.04	0.1	0.15	0.96	0.96	0.96	0.28	0.09	0.07	0.24	0.37	1.19	1.23	1.22	0.2	0.4	0.77	1.28	1.68	AT5G45470	E-
766.0	43.98	43.98	33.15	398.81	354.83	431.91	382.04	566.57	481.73	355.0	289.33	238.14	203.35	187.45	311.8	336.49	340.12	354.05	276.97	216.44	182.51	170.75	52.29	55.58	54.19	43.33	42.07	40.64	39.33	38.63	42.54	43.01	43.07	311.67	247.27	197.5	164.03	148.82	269.26	293.48	297.05	0.95	12.36	21.7	20.84	16.7	259.51	280.92	285.93	0.89	0.88	0.85	0.82	0.8	0.79	0.86	0.87	0.87	-0.03	0.02	0.06	0.06	0.04	0.83	0.83	0.84	0.15	0.41	0.75	1.06	1.24	0.31	0.21	0.2	0.1	0.29	0.44	0.53	0.58	0.22	0.15	0.14	-0.04	0.02	0.06	0.05	0.03	0.96	0.96	0.96	-0.74	-0.32	-0.1	-0.34	-0.45	1.2	1.27	1.23	0.26	0.72	1.16	1.65	1.86	AT5G45470	E-
1713.0	65.43	65.43	52.81	536.22	470.79	572.87	522.38	707.03	620.13	482.02	316.0	267.96	229.88	215.23	442.01	472.55	475.99	469.48	310.52	261.34	220.3	201.6	78.26	83.45	82.8	64.52	60.04	57.89	55.73	54.82	63.63	64.26	64.34	417.5	255.96	210.06	174.15	160.41	378.39	408.29	411.65	12.53	5.47	6.62	9.58	13.63	363.75	389.1	393.19	0.88	0.87	0.81	0.78	0.75	0.74	0.85	0.86	0.86	0.02	-0.0	-0.0	0.01	0.04	0.82	0.82	0.82	0.12	0.73	1.06	1.41	1.58	0.23	0.15	0.14	0.1	0.45	0.56	0.63	0.66	0.18	0.12	0.11	0.02	-0.01	-0.01	0.0	0.04	0.96	0.95	0.96	-0.05	-0.26	-0.36	-0.32	-0.23	1.18	1.25	1.24	0.24	0.9	1.3	1.76	2.11	AT5G45470	E-
931.0	48.01	48.01	36.38	432.93	384.91	453.61	409.17	571.29	495.36	385.85	301.77	244.21	206.5	187.88	319.14	360.65	366.24	370.55	306.31	235.13	184.11	159.04	52.39	57.03	55.15	47.32	45.62	43.91	42.38	41.45	46.04	46.89	46.99	338.53	256.15	200.3	164.12	146.42	273.1	313.76	319.26	15.3	-4.53	9.08	22.39	28.83	266.75	303.62	311.09	0.89	0.88	0.85	0.82	0.79	0.77	0.85	0.87	0.87	0.03	-0.03	0.02	0.08	0.13	0.83	0.84	0.85	0.14	0.46	0.82	1.17	1.38	0.38	0.22	0.2	0.11	0.33	0.48	0.57	0.62	0.28	0.18	0.16	0.03	-0.04	0.02	0.09	0.15	0.98	0.97	0.97	0.09	-0.51	-0.21	0.07	0.24	1.12	1.19	1.17	0.25	0.53	1.03	1.64	2.15	AT5G45470	E-
1173.0	59.64	59.64	47.15	484.89	425.25	497.88	450.21	622.91	543.54	423.15	302.2	238.15	198.6	180.31	379.52	397.26	396.53	405.01	293.44	231.03	189.45	162.07	61.68	64.85	60.51	58.49	55.11	52.34	49.88	48.5	57.28	57.68	57.65	364.66	247.09	185.81	148.72	131.81	322.24	339.58	338.88	18.14	8.75	7.12	9.14	18.24	317.84	332.41	336.02	0.88	0.86	0.81	0.78	0.74	0.72	0.85	0.85	0.85	0.03	0.01	-0.0	0.01	0.06	0.84	0.84	0.85	0.16	0.65	1.11	1.54	1.82	0.31	0.26	0.26	0.13	0.41	0.56	0.65	0.69	0.22	0.18	0.18	0.03	0.01	-0.01	-0.0	0.07	0.99	0.98	1.0	0.04	-0.18	-0.43	-0.41	-0.2	1.08	1.12	1.06	0.26	0.77	1.27	1.83	2.53	AT5G45470	E-
5087.0	93.59	93.59	79.35	751.51	657.92	781.69	725.78	926.9	832.39	618.55	444.07	382.23	318.78	289.7	571.31	627.6	639.84	635.32	433.22	362.95	306.95	271.71	118.64	119.71	118.17	91.07	85.92	83.21	79.6	77.58	89.93	91.28	91.54	527.48	358.15	299.02	239.17	212.12	481.38	536.33	548.3	-16.77	10.85	19.28	11.82	17.98	452.67	507.89	521.67	0.87	0.85	0.8	0.78	0.75	0.73	0.84	0.85	0.86	-0.03	0.01	0.04	0.02	0.04	0.79	0.81	0.81	0.22	0.71	0.99	1.4	1.65	0.33	0.21	0.18	0.19	0.46	0.55	0.64	0.68	0.27	0.18	0.16	-0.04	0.01	0.04	0.02	0.05	0.94	0.95	0.95	-0.4	-0.05	0.05	-0.09	-0.01	1.24	1.25	1.24	0.25	0.84	1.21	1.63	2.0	WT	E-
1722.0	79.29	79.29	66.08	662.84	583.55	701.58	643.87	850.33	753.03	570.54	360.42	301.09	251.09	224.71	559.92	583.84	591.21	563.95	355.34	284.16	235.62	209.67	101.72	101.17	100.51	77.72	71.71	68.88	65.7	63.61	77.5	77.98	78.1	492.82	288.71	232.21	185.39	161.1	482.42	505.86	513.11	6.59	5.08	16.93	15.46	15.04	458.21	482.67	490.7	0.88	0.86	0.8	0.77	0.73	0.71	0.86	0.87	0.87	0.0	-0.0	0.04	0.03	0.03	0.82	0.83	0.83	0.18	0.87	1.25	1.73	2.06	0.2	0.15	0.13	0.15	0.51	0.6	0.69	0.73	0.17	0.13	0.11	-0.0	-0.01	0.04	0.03	0.03	0.95	0.95	0.96	-0.14	-0.22	-0.06	-0.18	-0.23	1.25	1.25	1.24	0.26	1.03	1.58	2.15	2.6	WT	E-
841.0	43.64	43.64	32.04	412.93	369.29	435.39	381.58	575.99	484.04	341.82	235.02	199.98	164.76	147.74	307.65	326.81	329.73	337.91	230.67	184.49	154.02	138.49	53.63	50.79	53.03	42.56	40.03	38.75	36.88	35.89	41.91	42.3	42.36	299.26	194.99	161.23	127.88	111.85	265.73	284.51	287.37	3.9	4.34	15.49	10.75	9.25	254.01	276.01	276.7	0.89	0.87	0.82	0.8	0.77	0.74	0.86	0.87	0.87	-0.02	-0.02	0.03	0.01	-0.02	0.82	0.84	0.83	0.25	0.84	1.16	1.68	2.03	0.39	0.3	0.29	0.17	0.46	0.56	0.65	0.7	0.27	0.21	0.21	-0.03	-0.04	0.03	-0.02	-0.06	0.96	0.97	0.96	-0.7	-0.83	-0.53	-0.79	-1.16	1.24	1.2	1.23	0.34	1.05	1.64	2.3	2.78	WT	E-
519.0	55.55	55.55	43.26	461.62	406.07	490.35	445.12	609.02	532.11	407.66	283.81	234.77	210.08	190.59	360.11	408.07	421.75	406.55	288.56	238.42	200.4	176.18	70.33	73.3	72.1	54.65	51.36	49.38	48.15	46.96	53.63	54.64	54.89	353.01	232.45	185.4	161.93	143.63	306.47	353.43	366.86	1.11	-4.75	-3.65	9.68	14.41	289.78	334.77	349.65	0.88	0.86	0.82	0.79	0.77	0.75	0.85	0.87	0.87	-0.01	-0.04	-0.04	0.02	0.05	0.8	0.82	0.83	0.15	0.66	1.02	1.25	1.49	0.3	0.15	0.11	0.13	0.43	0.55	0.6	0.65	0.24	0.12	0.09	-0.02	-0.05	-0.06	0.02	0.06	0.95	0.95	0.95	-0.35	-0.52	-0.6	-0.24	-0.12	1.24	1.28	1.26	0.23	0.76	1.16	1.61	2.01	WT	E-
3239.0	66.0	66.0	53.21	551.55	485.55	578.09	532.06	697.92	620.68	505.03	358.38	298.88	254.0	231.41	453.95	489.71	494.39	483.33	358.81	288.78	234.51	196.14	83.01	83.6	82.22	65.25	61.8	59.64	57.48	56.16	64.27	64.96	65.06	439.78	296.58	239.24	196.52	175.26	389.68	424.75	429.32	21.7	-0.43	10.1	19.49	35.27	370.94	406.11	412.17	0.88	0.87	0.83	0.8	0.77	0.75	0.86	0.87	0.87	0.03	-0.01	0.02	0.06	0.14	0.82	0.83	0.83	0.1	0.56	0.87	1.21	1.43	0.23	0.14	0.12	0.09	0.39	0.51	0.6	0.64	0.19	0.12	0.11	0.04	-0.02	0.02	0.07	0.18	0.95	0.96	0.96	0.17	-0.29	-0.1	0.07	0.38	1.24	1.24	1.24	0.21	0.65	1.07	1.6	2.18	WT	E-
2547.0	80.7	80.7	67.05	669.73	589.03	700.19	643.34	846.69	752.43	595.59	393.5	321.5	267.0	243.53	522.31	567.96	576.36	584.16	391.25	301.9	248.08	223.92	97.8	99.46	98.23	79.46	74.11	71.0	67.66	65.99	77.92	78.92	79.1	516.12	319.38	250.5	199.34	177.54	444.39	489.05	497.26	11.42	2.24	19.6	18.91	19.61	424.52	468.51	478.13	0.88	0.87	0.81	0.78	0.74	0.72	0.85	0.86	0.86	0.01	-0.01	0.04	0.05	0.06	0.81	0.82	0.83	0.14	0.73	1.12	1.57	1.84	0.31	0.2	0.18	0.12	0.46	0.58	0.66	0.7	0.24	0.16	0.15	0.01	-0.02	0.05	0.06	0.07	0.96	0.96	0.96	-0.06	-0.26	0.01	-0.02	-0.08	1.2	1.21	1.2	0.22	0.84	1.43	2.0	2.38	WT	E-
1411.0	34.75	34.75	24.44	321.1	286.36	353.18	311.87	464.3	392.63	290.3	210.23	172.67	146.45	131.77	262.72	281.89	281.73	280.31	214.55	163.15	126.48	108.94	42.63	42.97	42.88	34.32	32.59	31.37	30.25	29.47	33.85	34.18	34.16	255.98	177.64	141.3	116.21	102.3	228.88	247.71	247.57	9.99	-4.31	9.51	19.97	22.83	220.1	238.92	238.85	0.89	0.88	0.84	0.81	0.79	0.77	0.87	0.88	0.88	0.01	-0.05	0.02	0.09	0.12	0.83	0.85	0.85	0.13	0.58	0.94	1.31	1.58	0.25	0.16	0.16	0.09	0.37	0.5	0.59	0.64	0.19	0.12	0.12	0.01	-0.07	0.01	0.09	0.14	0.96	0.97	0.97	-0.31	-0.99	-0.47	-0.28	-0.15	1.28	1.28	1.28	0.31	0.75	1.39	2.39	3.08	WT	E-
1324.0	39.66	39.66	29.17	361.57	321.91	386.03	347.35	515.83	433.72	325.77	225.78	178.78	147.57	137.23	288.04	310.66	312.14	309.91	226.32	176.39	139.98	126.8	45.47	46.63	46.67	39.15	36.93	35.15	33.51	32.87	38.4	38.8	38.84	286.62	188.84	143.63	114.05	104.36	249.64	271.86	273.3	15.86	-0.54	2.39	7.59	10.43	242.57	264.02	265.47	0.89	0.88	0.83	0.79	0.76	0.75	0.86	0.87	0.87	0.03	-0.04	-0.03	-0.01	-0.19	0.84	0.85	0.85	0.14	0.67	1.13	1.68	2.3	0.34	0.25	0.23	0.09	0.41	0.55	0.65	0.68	0.21	0.14	0.14	0.03	-0.05	-0.05	-0.03	-15.58	0.98	0.97	0.98	-0.04	-0.92	-0.85	-0.94	-4259.77	1.16	1.19	1.19	0.3	0.82	1.46	2.43	2.95	WT	E-
897.0	85.02	85.02	71.93	666.46	581.44	700.59	650.4	834.97	747.61	588.82	402.73	299.15	245.04	222.08	569.56	599.09	596.85	580.94	392.98	293.26	234.86	207.08	106.28	105.11	102.62	83.56	78.21	73.03	69.14	67.04	83.17	83.76	83.71	505.26	324.52	226.12	175.9	155.04	486.4	515.33	513.14	7.87	9.75	5.89	10.19	15.0	463.29	493.99	494.23	0.87	0.86	0.8	0.75	0.71	0.69	0.85	0.86	0.86	0.0	0.02	0.0	0.02	0.04	0.81	0.82	0.83	0.14	0.68	1.27	1.78	2.08	0.18	0.12	0.13	0.13	0.44	0.61	0.7	0.74	0.16	0.11	0.12	0.0	0.02	-0.0	0.02	0.04	0.95	0.96	0.96	-0.1	-0.05	-0.19	-0.16	-0.14	1.22	1.21	1.19	0.22	0.83	1.47	2.11	2.59	WT	E-
1014.0	109.72	109.72	94.45	845.05	735.33	874.5	815.46	1025.93	928.92	742.85	477.52	391.84	324.45	288.52	717.71	751.03	752.59	729.48	478.12	371.15	305.19	269.23	141.07	138.8	136.08	107.72	99.39	94.96	90.25	87.03	107.18	107.92	107.94	635.13	378.13	296.88	234.2	201.5	610.53	643.12	644.65	13.37	-0.6	20.7	19.26	19.29	576.65	612.23	616.52	0.87	0.85	0.79	0.76	0.72	0.69	0.85	0.86	0.86	0.01	-0.01	0.04	0.05	0.05	0.8	0.81	0.82	0.14	0.78	1.18	1.64	1.99	0.19	0.13	0.13	0.13	0.49	0.6	0.69	0.73	0.17	0.12	0.12	0.01	-0.02	0.05	0.06	0.06	0.94	0.95	0.96	0.02	-0.18	0.08	0.04	0.01	1.25	1.23	1.21	0.21	0.85	1.41	1.96	2.37	WT	E-
472.0	61.32	61.32	48.08	500.83	439.5	535.52	484.24	669.64	583.79	444.21	302.06	241.08	201.13	180.66	414.35	439.64	447.31	434.76	294.9	232.63	188.19	170.0	76.32	76.88	72.71	60.37	56.39	53.58	51.15	49.61	59.68	60.2	60.35	383.83	245.67	187.5	149.98	131.05	354.67	379.44	386.96	9.44	7.16	8.45	12.94	10.66	338.03	362.75	374.6	0.88	0.86	0.81	0.77	0.74	0.72	0.85	0.86	0.86	0.01	0.0	0.01	0.03	0.02	0.81	0.82	0.83	0.14	0.7	1.13	1.59	1.89	0.23	0.16	0.14	0.12	0.44	0.58	0.66	0.7	0.19	0.13	0.11	0.01	-0.0	0.0	0.02	0.0	0.95	0.96	0.97	-0.16	-0.31	-0.26	-0.3	-0.43	1.23	1.25	1.19	0.26	0.89	1.44	2.07	2.44	WT	E-
725.0	65.98	65.98	52.96	550.45	484.47	581.56	547.29	717.03	634.49	510.87	358.67	296.01	244.31	216.77	473.08	496.6	501.38	492.15	357.4	285.77	237.66	202.98	83.94	84.13	81.74	65.33	61.73	59.44	56.89	55.1	64.64	65.07	65.15	445.54	296.93	236.57	187.42	161.67	408.44	431.53	436.22	18.72	1.26	10.24	6.64	13.79	389.14	412.48	419.64	0.88	0.87	0.83	0.8	0.76	0.74	0.86	0.87	0.87	0.03	-0.01	0.02	0.0	0.04	0.82	0.83	0.84	0.09	0.56	0.9	1.31	1.61	0.17	0.12	0.11	0.07	0.39	0.51	0.62	0.67	0.15	0.1	0.09	0.03	-0.02	0.01	0.0	0.04	0.95	0.96	0.96	0.1	-0.28	-0.17	-0.28	-0.13	1.26	1.26	1.22	0.2	0.67	1.11	1.57	2.06	WT	E-
377.0	78.19	78.19	64.75	605.83	527.64	634.2	585.33	761.53	679.01	553.28	392.26	308.53	260.66	232.25	508.97	540.16	552.02	514.53	388.14	293.02	238.74	198.77	95.86	97.12	97.58	77.18	72.77	69.16	66.39	64.17	76.24	76.95	77.16	476.09	319.49	239.37	194.27	168.08	432.73	463.2	474.86	38.74	4.13	15.51	21.91	33.48	413.11	443.03	454.44	0.87	0.86	0.81	0.77	0.74	0.72	0.85	0.86	0.86	0.06	-0.0	0.03	0.06	0.12	0.81	0.82	0.82	0.1	0.56	1.0	1.37	1.69	0.2	0.13	0.1	0.09	0.39	0.55	0.64	0.69	0.17	0.12	0.09	0.07	-0.0	0.03	0.08	0.15	0.95	0.96	0.96	0.37	-0.15	-0.07	0.04	0.22	1.21	1.21	1.22	0.26	0.67	1.22	1.78	2.43	WT	E-
684.0	58.92	58.92	46.37	475.29	416.37	511.61	464.95	640.85	558.87	430.79	275.59	204.45	166.95	151.28	399.05	434.85	439.39	422.09	277.26	201.0	156.7	143.02	72.47	76.91	74.9	58.15	53.75	50.07	47.29	45.81	57.46	58.21	58.28	372.64	221.83	154.38	119.66	105.47	341.59	376.64	381.11	8.71	-1.67	3.44	10.25	8.27	326.58	357.94	364.48	0.88	0.86	0.8	0.75	0.71	0.69	0.85	0.86	0.87	0.01	-0.03	-0.02	0.02	0.02	0.82	0.82	0.83	0.12	0.76	1.41	1.99	2.3	0.21	0.11	0.1	0.1	0.47	0.63	0.72	0.75	0.17	0.09	0.07	0.01	-0.04	-0.04	0.0	-0.0	0.96	0.95	0.96	-0.15	-0.46	-0.61	-0.48	-0.52	1.2	1.26	1.25	0.24	0.92	1.81	2.67	3.05	WT	E-
326.0	50.33	50.33	38.47	434.6	384.27	457.38	430.9	577.92	506.17	401.99	280.59	234.09	202.47	181.91	349.74	386.29	395.65	389.39	280.71	227.54	179.77	154.15	62.9	65.4	66.24	49.84	47.11	45.49	44.02	42.82	48.88	49.58	49.73	352.15	233.48	188.61	158.44	139.09	300.86	336.72	345.92	12.6	-0.12	6.56	22.7	27.75	286.83	320.9	329.41	0.88	0.87	0.83	0.8	0.78	0.76	0.86	0.87	0.87	0.02	-0.03	0.01	0.09	0.13	0.82	0.83	0.83	0.09	0.58	0.9	1.2	1.46	0.26	0.14	0.11	0.07	0.39	0.51	0.59	0.64	0.21	0.12	0.09	0.03	-0.04	0.0	0.12	0.16	0.96	0.95	0.95	-0.03	-0.5	-0.31	0.14	0.28	1.23	1.28	1.28	0.21	0.67	1.13	1.78	2.24	WT	E-
380.0	58.4	58.4	46.38	448.77	390.37	483.78	439.89	597.27	523.04	414.93	286.27	216.35	176.64	157.79	375.49	419.27	422.03	399.98	283.09	206.14	158.68	136.02	73.77	75.14	73.78	57.76	54.09	50.82	48.04	46.38	56.88	57.87	57.9	357.17	232.18	165.53	128.59	111.41	318.62	361.4	364.14	14.95	3.18	10.21	17.96	21.77	301.72	344.13	348.26	0.87	0.86	0.81	0.76	0.72	0.7	0.85	0.86	0.86	0.03	-0.0	0.02	0.08	0.11	0.8	0.82	0.82	0.09	0.6	1.13	1.63	1.94	0.21	0.08	0.07	0.08	0.4	0.58	0.68	0.72	0.18	0.07	0.06	0.03	-0.01	0.02	0.09	0.14	0.95	0.95	0.96	0.08	-0.24	-0.23	0.02	0.05	1.22	1.25	1.24	0.23	0.76	1.49	2.36	3.06	WT	E-
