Size [pixels]	Fo	Fo_gauss	Fo_median	Fm	Fv	Fp	Fp-median	Fp-gauss	Fp-average	Fm_L1	Fm_L2	Fm_L3	Fm_L4	Fm_Lss	Fm_D1	Fm_D2	Fm_D3	Ft_L1	Ft_L2	Ft_L3	Ft_L4	Ft_Lss	Ft_D1	Ft_D2	Ft_D3	Fo_L1	Fo_L2	Fo_L3	Fo_L4	Fo_Lss	Fo_D1	Fo_D2	Fo_D3	Fv_L1	Fv_L2	Fv_L3	Fv_L4	Fv_Lss	Fv_D1	Fv_D2	Fv_D3	Fq_L1	Fq_L2	Fq_L3	Fq_L4	Fq_Lss	Fq_D1	Fq_D2	Fq_D3	QY_max	Fv/Fm_L1	Fv/Fm_L2	Fv/Fm_L3	Fv/Fm_L4	Fv/Fm_Lss	Fv/Fm_D1	Fv/Fm_D2	Fv/Fm_D3	QY_L1	QY_L2	QY_L3	QY_L4	QY_Lss	QY_D1	QY_D2	QY_D3	NPQ_L1	NPQ_L2	NPQ_L3	NPQ_L4	NPQ_Lss	NPQ_D1	NPQ_D2	NPQ_D3	qN_L1	qN_L2	qN_L3	qN_L4	qN_Lss	qN_D1	qN_D2	qN_D3	qP_L1	qP_L2	qP_L3	qP_L4	qP_Lss	qP_D1	qP_D2	qP_D3	qL_L1	qL_L2	qL_L3	qL_L4	qL_Lss	qL_D1	qL_D2	qL_D3	Rfd_L1	Rfd_L2	Rfd_L3	Rfd_L4	Rfd_Lss	plant	inoculation
1252.0	98.43	98.43	83.39	657.78	559.35	683.13	628.12	824.78	731.78	509.22	346.06	310.45	285.88	282.71	468.2	524.01	548.76	529.17	325.92	290.61	262.68	250.31	101.93	108.17	107.69	94.16	86.31	83.84	81.81	81.57	92.55	94.65	95.48	415.06	259.75	226.61	204.07	201.14	375.65	429.35	453.28	-19.95	20.14	19.84	23.21	32.4	366.27	415.84	441.07	0.85	0.81	0.75	0.73	0.71	0.71	0.8	0.82	0.83	-0.05	0.04	0.05	0.06	0.09	0.78	0.79	0.8	0.3	0.93	1.15	1.35	1.38	0.42	0.27	0.21	0.25	0.54	0.6	0.64	0.65	0.33	0.23	0.18	-0.06	0.05	0.06	0.08	0.12	0.98	0.97	0.97	-0.49	0.05	0.03	0.08	0.18	1.07	1.1	1.09	0.31	1.16	1.44	1.72	1.87	AT5G45470	E-
335.0	50.62	50.62	39.01	356.95	306.32	399.28	344.17	533.98	445.82	274.33	189.36	170.52	162.27	152.18	279.46	301.79	317.77	276.4	182.48	163.09	154.48	149.48	60.09	56.96	57.39	48.33	44.4	43.16	42.66	41.78	48.6	49.18	49.6	226.0	144.96	127.36	119.61	110.4	230.86	252.61	268.17	-2.07	6.88	7.43	7.79	2.7	219.37	244.83	260.38	0.86	0.82	0.76	0.74	0.73	0.71	0.82	0.83	0.84	-0.04	-0.03	-0.01	-0.02	-0.07	0.78	0.81	0.82	0.35	1.02	1.23	1.35	1.58	0.33	0.25	0.19	0.23	0.52	0.58	0.61	0.64	0.23	0.16	0.1	-0.07	-0.06	-0.05	-0.06	-0.16	0.95	0.97	0.97	-0.98	-1.01	-0.85	-0.95	-1.66	1.12	1.11	1.11	0.55	1.51	3.78	2.07	2.27	AT5G45470	E-
686.0	81.01	81.01	66.33	522.29	441.28	555.52	502.37	694.37	604.19	392.68	275.97	251.4	230.97	225.94	377.75	420.69	448.96	402.43	266.34	239.39	217.19	215.29	87.24	92.75	88.09	76.79	70.57	68.72	67.0	66.49	76.17	77.89	78.84	315.89	205.4	182.68	163.97	159.46	301.58	342.8	370.12	-9.75	9.63	12.01	13.78	10.65	290.51	327.94	360.88	0.85	0.81	0.74	0.73	0.71	0.7	0.8	0.82	0.83	-0.05	-0.0	0.01	0.02	-0.0	0.77	0.78	0.81	0.34	0.93	1.12	1.35	1.41	0.4	0.26	0.17	0.26	0.52	0.58	0.62	0.64	0.29	0.2	0.13	-0.06	-0.01	0.0	0.0	-0.06	0.97	0.96	0.98	-0.62	-0.41	-0.34	-0.45	-0.89	1.08	1.14	1.08	0.43	1.21	1.47	1.83	1.83	AT5G45470	E-
401.0	45.44	45.44	34.56	323.86	278.42	358.09	312.03	480.43	399.48	280.11	176.16	154.93	144.74	141.09	277.51	305.53	318.95	278.82	182.84	159.87	142.27	138.23	57.28	54.14	54.57	44.41	40.2	38.81	37.95	37.72	44.36	45.08	45.41	235.71	135.96	116.12	106.79	103.37	233.15	260.45	273.54	1.29	-6.69	-4.94	2.47	2.85	220.23	251.39	264.38	0.86	0.84	0.76	0.74	0.73	0.72	0.84	0.85	0.86	-0.03	-0.1	-0.1	-0.06	-0.04	0.79	0.82	0.83	0.19	0.95	1.24	1.41	1.48	0.2	0.09	0.04	0.13	0.51	0.58	0.62	0.63	0.14	0.04	-0.01	-0.04	-0.16	-0.17	-0.13	-0.1	0.95	0.97	0.97	-0.66	-1.45	-1.5	-1.22	-1.04	1.22	1.17	1.17	0.35	1.15	1.52	1.85	1.96	AT5G45470	E-
468.0	112.32	112.32	97.15	713.26	600.95	734.21	678.58	873.4	780.26	504.29	367.05	331.43	309.56	304.52	491.49	557.55	587.29	522.61	349.35	309.01	279.87	276.93	122.84	126.77	124.36	105.23	97.43	94.62	92.68	92.18	104.72	107.49	108.58	399.06	269.62	236.81	216.88	212.34	386.77	450.06	478.71	-18.32	17.7	22.42	29.68	27.59	368.65	430.78	462.93	0.84	0.79	0.73	0.71	0.7	0.69	0.79	0.81	0.81	-0.05	0.03	0.05	0.08	0.08	0.75	0.77	0.79	0.43	0.97	1.19	1.34	1.39	0.47	0.29	0.22	0.34	0.56	0.61	0.65	0.66	0.36	0.25	0.2	-0.06	0.04	0.07	0.11	0.1	0.95	0.96	0.97	-0.42	0.01	0.08	0.17	0.16	1.11	1.12	1.1	0.42	1.16	1.45	1.74	1.75	AT5G45470	E-
504.0	84.07	84.07	70.02	559.83	475.76	590.56	539.57	721.56	634.7	447.69	311.6	278.56	259.49	257.61	423.32	473.71	495.53	451.18	303.28	268.51	243.91	239.34	89.78	94.87	93.48	80.88	74.75	72.62	71.01	70.97	80.01	81.79	82.41	366.81	236.85	205.94	188.48	186.63	343.31	391.92	413.12	-3.49	8.32	10.05	15.58	18.27	333.54	378.85	402.05	0.85	0.82	0.76	0.74	0.72	0.72	0.81	0.83	0.83	-0.02	0.01	0.02	0.04	0.05	0.79	0.8	0.81	0.26	0.83	1.05	1.21	1.22	0.34	0.2	0.14	0.22	0.51	0.57	0.61	0.61	0.28	0.17	0.12	-0.03	0.01	0.02	0.04	0.06	0.97	0.97	0.97	-0.26	-0.15	-0.12	-0.09	-0.04	1.09	1.12	1.1	0.33	1.02	1.29	1.52	1.58	AT5G45470	E-
400.0	88.23	88.23	73.55	567.5	479.27	611.48	556.46	748.8	659.37	445.08	307.78	273.89	254.96	241.8	428.78	481.88	497.61	453.31	305.05	270.11	242.99	230.21	92.96	98.32	97.34	84.49	77.6	75.12	73.54	72.42	83.84	85.81	86.29	360.58	230.18	198.76	181.41	169.38	344.94	396.06	411.32	-8.23	2.73	3.78	11.97	11.59	335.82	383.55	400.27	0.84	0.81	0.74	0.72	0.71	0.7	0.8	0.82	0.83	-0.03	-0.01	-0.0	0.02	0.02	0.78	0.79	0.8	0.29	0.88	1.11	1.28	1.41	0.34	0.19	0.15	0.24	0.52	0.59	0.63	0.65	0.28	0.17	0.13	-0.04	-0.02	-0.01	0.02	0.01	0.97	0.97	0.97	-0.34	-0.29	-0.26	-0.17	-0.25	1.07	1.11	1.1	0.37	1.07	1.35	1.65	1.79	AT5G45470	E-
252.0	63.13	63.13	51.41	464.53	401.39	476.74	431.82	580.66	509.86	387.71	264.38	224.95	196.99	212.43	366.61	407.24	415.54	362.16	243.17	187.6	150.77	146.22	73.04	74.78	75.15	61.4	56.92	54.83	52.76	53.98	60.74	61.88	62.07	326.31	207.46	170.12	144.22	158.44	305.88	345.36	353.47	25.55	21.2	37.35	46.21	66.21	293.58	332.46	340.39	0.86	0.84	0.78	0.75	0.73	0.74	0.83	0.85	0.85	0.06	0.06	0.15	0.22	0.29	0.8	0.81	0.82	0.21	0.79	1.1	1.41	1.24	0.28	0.15	0.12	0.18	0.49	0.58	0.65	0.61	0.24	0.13	0.11	0.07	0.08	0.2	0.3	0.39	0.96	0.96	0.96	0.26	0.17	0.43	0.57	0.85	1.14	1.17	1.16	0.34	1.03	1.7	2.62	2.57	AT5G45470	E-
785.0	62.89	62.89	50.44	444.93	382.04	463.81	415.15	584.53	504.66	352.45	234.32	212.31	197.15	199.19	341.16	380.05	395.59	352.56	232.0	203.44	182.69	172.45	68.46	74.41	71.86	60.49	55.35	53.93	52.83	52.97	60.17	61.37	61.77	291.96	178.97	158.38	144.32	146.22	280.98	318.68	333.81	-0.11	2.32	8.87	14.46	26.74	272.69	305.64	323.72	0.86	0.83	0.76	0.74	0.73	0.73	0.82	0.84	0.84	-0.02	-0.02	0.01	0.04	0.1	0.8	0.8	0.82	0.29	0.96	1.17	1.34	1.32	0.33	0.19	0.15	0.23	0.53	0.59	0.63	0.62	0.26	0.16	0.12	-0.02	-0.04	-0.0	0.04	0.12	0.97	0.96	0.97	-0.37	-0.56	-0.39	-0.31	-0.03	1.1	1.17	1.13	0.36	1.13	1.48	1.81	1.99	AT5G45470	E-
3696.0	102.63	102.63	88.36	814.29	711.65	840.9	784.49	991.27	892.99	728.92	517.83	441.73	391.16	376.3	599.45	660.93	675.8	714.78	518.88	418.32	362.61	342.62	122.2	125.93	124.28	101.1	95.47	92.46	89.97	89.12	98.06	99.63	99.98	627.81	422.36	349.28	301.19	287.18	501.39	561.3	575.82	14.13	-1.05	23.42	28.55	33.69	477.25	535.01	551.52	0.87	0.86	0.81	0.79	0.77	0.76	0.84	0.85	0.85	0.01	-0.01	0.04	0.06	0.08	0.79	0.81	0.82	0.12	0.59	0.86	1.11	1.19	0.37	0.24	0.21	0.11	0.41	0.51	0.58	0.6	0.3	0.21	0.19	0.01	-0.02	0.05	0.08	0.1	0.95	0.95	0.96	0.03	-0.2	0.12	0.19	0.24	1.19	1.21	1.19	0.19	0.65	1.05	1.38	1.52	AT5G45470	E-
1326.0	87.41	87.41	73.2	711.25	623.84	744.41	692.67	884.01	793.91	646.95	526.18	432.52	367.14	347.91	524.82	584.19	599.85	643.04	523.65	408.69	343.68	322.01	100.46	107.45	107.92	86.32	83.62	80.75	78.02	77.08	83.61	85.05	85.38	560.63	442.56	351.77	289.12	270.83	441.21	499.14	514.46	3.9	2.53	23.83	23.46	25.89	424.36	476.74	491.93	0.88	0.87	0.84	0.81	0.79	0.78	0.84	0.85	0.86	0.0	-0.0	0.05	0.05	0.06	0.81	0.81	0.82	0.11	0.37	0.66	0.96	1.08	0.37	0.23	0.19	0.1	0.29	0.44	0.54	0.57	0.29	0.2	0.17	-0.0	-0.01	0.05	0.06	0.08	0.96	0.96	0.96	-0.09	-0.14	0.14	0.16	0.17	1.15	1.21	1.22	0.17	0.44	0.86	1.23	1.38	AT5G45470	E-
1111.0	77.8	77.8	63.5	644.29	566.5	688.48	629.23	839.83	740.94	587.2	379.69	329.79	290.0	272.4	482.11	537.13	549.62	573.62	383.95	310.69	266.55	252.59	91.12	97.22	95.12	76.86	71.5	69.4	67.32	66.24	74.64	75.9	76.17	510.34	308.19	260.39	222.67	206.16	407.47	461.23	473.45	13.57	-4.26	19.1	23.45	19.82	390.99	439.91	454.5	0.88	0.87	0.81	0.79	0.76	0.75	0.84	0.86	0.86	0.01	-0.03	0.04	0.06	0.05	0.81	0.82	0.83	0.11	0.73	1.0	1.29	1.44	0.36	0.22	0.19	0.09	0.46	0.54	0.61	0.64	0.28	0.18	0.16	0.01	-0.04	0.04	0.07	0.05	0.96	0.95	0.96	-0.03	-0.44	-0.04	0.03	-0.06	1.18	1.23	1.21	0.22	0.85	1.31	1.72	1.87	AT5G45470	E-
1480.0	43.34	43.34	31.94	387.49	344.15	420.59	373.82	548.79	465.88	353.68	277.26	226.6	195.76	184.13	308.42	329.71	334.47	339.03	273.65	218.39	187.45	174.86	52.0	54.17	52.62	42.87	41.31	39.85	38.63	38.13	42.05	42.47	42.56	310.82	235.95	186.75	157.13	146.0	266.37	287.24	291.91	14.65	3.61	8.2	8.32	9.27	256.42	275.55	281.85	0.89	0.88	0.85	0.82	0.8	0.79	0.86	0.87	0.87	0.02	-0.01	0.0	0.0	0.01	0.83	0.83	0.84	0.12	0.44	0.77	1.07	1.2	0.29	0.2	0.18	0.08	0.31	0.45	0.54	0.57	0.21	0.15	0.14	0.02	-0.02	-0.01	-0.01	-0.01	0.96	0.96	0.97	-0.09	-0.58	-0.48	-0.57	-0.59	1.2	1.25	1.22	0.29	0.62	1.05	1.45	1.66	AT5G45470	E-
1063.0	42.43	42.43	31.71	372.13	329.7	401.64	357.24	517.46	441.6	336.31	268.55	215.24	184.64	170.47	294.97	319.99	327.72	320.65	264.39	211.46	169.75	150.09	49.31	49.91	50.29	41.9	40.46	38.83	37.56	36.9	41.1	41.59	41.73	294.41	228.08	176.42	147.08	133.58	253.87	278.41	285.98	15.66	4.16	3.78	14.89	20.39	245.66	270.08	277.43	0.88	0.87	0.85	0.82	0.79	0.78	0.86	0.87	0.87	0.03	-0.01	-0.02	0.04	0.08	0.83	0.84	0.84	0.12	0.42	0.79	1.1	1.28	0.29	0.18	0.16	0.09	0.3	0.46	0.55	0.6	0.22	0.15	0.12	0.04	-0.02	-0.03	0.04	0.09	0.97	0.97	0.97	0.01	-0.44	-0.62	-0.28	-0.2	1.16	1.18	1.19	0.29	0.59	1.01	1.59	2.08	AT5G45470	E-
2426.0	61.06	61.06	48.36	522.55	461.49	555.08	506.04	683.88	600.97	476.23	369.5	301.36	254.65	236.29	402.26	437.14	442.68	459.42	364.15	290.74	245.79	223.18	68.7	73.32	72.96	60.33	58.07	55.92	53.95	53.01	58.85	59.6	59.71	415.89	311.43	245.44	200.7	183.28	343.41	377.54	382.97	16.81	5.35	10.62	8.86	13.11	333.56	363.81	369.72	0.88	0.87	0.84	0.81	0.78	0.77	0.85	0.86	0.86	0.02	-0.0	0.01	0.0	0.03	0.83	0.83	0.83	0.11	0.45	0.78	1.14	1.29	0.33	0.22	0.2	0.09	0.32	0.47	0.57	0.61	0.25	0.18	0.16	0.03	-0.01	0.0	-0.01	0.03	0.97	0.96	0.97	0.01	-0.3	-0.38	-0.51	-0.25	1.14	1.2	1.21	0.24	0.59	1.01	1.43	1.69	AT5G45470	E-
2520.0	80.66	80.66	67.24	665.33	584.67	694.71	644.34	827.68	741.71	609.96	460.03	352.88	296.34	270.76	537.45	573.85	582.14	584.82	450.19	338.94	275.44	246.04	95.6	100.77	98.74	79.76	76.35	72.54	69.67	68.09	78.3	79.07	79.21	530.2	383.67	280.34	226.67	202.66	459.14	494.78	502.93	25.14	9.84	13.94	20.9	24.71	441.84	473.08	483.4	0.88	0.87	0.83	0.79	0.76	0.75	0.85	0.86	0.86	0.04	0.01	0.03	0.06	0.08	0.82	0.82	0.83	0.1	0.46	0.91	1.28	1.51	0.25	0.17	0.15	0.09	0.34	0.52	0.62	0.66	0.21	0.15	0.14	0.04	0.01	0.03	0.07	0.1	0.96	0.96	0.96	0.24	-0.04	-0.0	0.12	0.16	1.17	1.22	1.2	0.2	0.57	1.1	1.61	1.97	AT5G45470	E-
1329.0	36.8	36.8	26.93	333.61	296.81	358.72	329.33	476.39	403.38	297.37	222.1	184.34	161.41	150.41	261.1	282.13	284.54	287.55	222.43	174.8	140.22	125.12	41.41	43.6	43.29	36.24	34.62	33.38	32.42	31.95	35.57	35.98	36.01	261.12	187.48	150.96	128.99	118.46	225.52	246.16	248.53	9.81	-0.32	9.54	21.19	25.29	219.68	238.53	241.25	0.89	0.88	0.84	0.81	0.79	0.78	0.86	0.87	0.87	0.01	-0.03	0.01	0.1	0.13	0.84	0.84	0.84	0.15	0.55	0.89	1.17	1.33	0.31	0.21	0.2	0.11	0.36	0.49	0.56	0.6	0.23	0.16	0.15	0.01	-0.04	0.01	0.11	0.15	0.98	0.97	0.97	-0.2	-0.75	-0.48	-0.06	-0.03	1.16	1.23	1.2	0.3	0.73	1.25	1.94	2.71	AT5G45470	E-
577.0	45.41	45.41	34.94	389.52	344.11	410.96	386.53	545.62	466.02	356.08	260.87	200.95	170.31	159.17	333.51	347.7	349.92	346.77	253.82	199.55	167.54	150.44	54.07	52.66	52.79	44.86	42.63	40.42	38.86	38.19	44.47	44.69	44.68	311.22	218.23	160.53	131.45	120.97	289.04	303.01	305.24	9.3	7.04	1.4	2.77	8.72	279.44	295.05	297.13	0.88	0.87	0.83	0.79	0.76	0.75	0.87	0.87	0.87	0.01	0.0	-0.04	-0.04	0.01	0.83	0.85	0.85	0.12	0.53	1.02	1.4	1.59	0.19	0.14	0.14	0.08	0.36	0.53	0.62	0.65	0.15	0.1	0.1	0.01	-0.0	-0.06	-0.07	-0.01	0.97	0.98	0.97	-0.26	-0.39	-0.8	-0.95	-0.74	1.18	1.15	1.16	0.23	0.71	1.22	1.7	2.08	AT5G45470	E-
681.0	69.49	69.49	56.29	602.2	532.71	650.78	595.55	789.59	696.57	547.67	434.47	355.88	302.68	276.2	443.39	495.96	508.24	545.15	429.68	345.73	291.19	264.0	83.74	85.49	89.08	68.67	66.38	64.12	61.99	60.74	66.57	67.73	68.0	479.0	368.09	291.76	240.7	215.46	376.82	428.23	440.24	2.52	4.8	10.15	11.49	12.2	359.66	410.47	419.16	0.88	0.87	0.85	0.82	0.79	0.78	0.85	0.86	0.87	-0.0	-0.0	0.01	0.02	0.02	0.81	0.83	0.82	0.11	0.41	0.72	1.03	1.24	0.37	0.23	0.2	0.09	0.31	0.45	0.55	0.6	0.29	0.19	0.17	-0.01	-0.0	0.01	0.02	0.02	0.95	0.96	0.95	-0.17	-0.2	-0.13	-0.13	-0.18	1.2	1.22	1.26	0.21	0.55	0.94	1.32	1.57	AT5G45470	E-
378.0	106.93	106.93	92.21	831.02	724.08	851.41	794.62	1002.61	903.53	733.61	494.9	409.52	343.6	307.18	643.66	689.37	703.49	715.2	478.54	383.6	319.64	291.79	127.69	130.85	128.4	105.13	98.06	94.06	89.98	87.08	103.0	104.11	104.48	628.48	396.83	315.46	253.62	220.1	540.66	585.26	599.02	18.41	16.36	25.92	23.96	15.39	515.97	558.52	575.1	0.87	0.86	0.8	0.77	0.74	0.71	0.84	0.85	0.85	0.02	0.03	0.05	0.06	0.03	0.8	0.81	0.82	0.14	0.7	1.05	1.45	1.76	0.3	0.22	0.19	0.13	0.46	0.57	0.66	0.7	0.25	0.19	0.17	0.02	0.03	0.07	0.07	0.03	0.95	0.95	0.96	0.04	0.07	0.17	0.11	-0.05	1.18	1.21	1.19	0.2	0.82	1.27	1.75	2.01	AT5G45470	E-
290.0	105.6	105.6	90.97	791.44	685.85	837.01	774.71	993.5	891.34	713.94	501.18	404.12	338.06	304.57	662.18	696.12	697.21	711.75	489.32	388.58	319.46	289.44	132.72	132.16	122.47	104.08	97.72	93.23	89.06	86.57	102.87	103.67	103.71	609.86	403.47	310.9	249.0	218.0	559.3	592.44	593.49	2.19	11.86	15.55	18.6	15.13	529.45	563.96	574.73	0.87	0.85	0.8	0.77	0.73	0.71	0.84	0.85	0.85	-0.0	0.02	0.03	0.04	0.04	0.8	0.81	0.82	0.12	0.59	0.98	1.38	1.64	0.2	0.15	0.14	0.1	0.41	0.55	0.64	0.69	0.18	0.13	0.13	-0.01	0.02	0.03	0.04	0.04	0.95	0.95	0.97	-0.1	-0.01	-0.02	0.03	0.01	1.22	1.21	1.14	0.19	0.74	1.21	1.67	1.99	AT5G45470	E-
3776.0	90.04	90.04	76.33	737.15	647.11	763.95	708.08	912.4	816.62	665.87	479.37	399.78	348.26	328.82	566.94	603.39	613.16	644.46	482.38	377.68	320.24	296.61	104.59	108.78	109.47	88.85	84.27	81.3	78.83	77.75	86.74	87.58	87.79	577.02	395.09	318.49	269.43	251.07	480.21	515.81	525.37	21.42	-3.02	22.1	28.02	32.22	462.36	494.62	503.69	0.88	0.87	0.82	0.79	0.77	0.76	0.85	0.85	0.86	0.02	-0.02	0.04	0.07	0.08	0.81	0.82	0.82	0.12	0.56	0.87	1.15	1.29	0.32	0.24	0.22	0.1	0.39	0.51	0.59	0.62	0.26	0.2	0.19	0.03	-0.02	0.05	0.08	0.1	0.96	0.96	0.96	0.1	-0.26	0.09	0.18	0.23	1.16	1.19	1.19	0.2	0.62	1.08	1.47	1.68	AT5G45470	E-
2068.0	87.93	87.93	74.16	747.42	659.49	769.51	713.34	917.19	822.32	675.29	493.07	422.48	370.76	349.18	549.76	596.99	611.0	647.12	493.91	400.64	341.55	313.42	102.98	107.51	108.34	86.81	82.7	80.39	78.17	77.1	84.21	85.31	85.6	588.48	410.37	342.09	292.59	272.08	465.55	511.67	525.4	28.17	-0.84	21.84	29.21	35.76	446.78	489.48	502.66	0.88	0.87	0.83	0.81	0.79	0.78	0.85	0.86	0.86	0.03	-0.01	0.04	0.07	0.09	0.81	0.82	0.82	0.11	0.53	0.79	1.05	1.18	0.37	0.26	0.23	0.1	0.38	0.48	0.56	0.59	0.29	0.22	0.2	0.04	-0.02	0.05	0.08	0.11	0.96	0.96	0.96	0.19	-0.24	0.09	0.21	0.3	1.17	1.21	1.22	0.2	0.58	0.97	1.32	1.55	AT5G45470	E-
3561.0	68.6	68.6	56.01	578.85	510.25	607.19	559.94	754.81	661.3	497.96	346.52	302.45	263.58	243.05	432.34	463.5	469.59	494.63	339.45	287.72	247.56	225.42	77.87	80.8	79.72	67.24	63.24	61.49	59.58	58.33	65.76	66.51	66.65	430.72	283.28	240.96	204.0	184.72	366.58	396.99	402.94	3.33	7.08	14.73	16.02	17.63	354.46	382.7	389.87	0.88	0.86	0.82	0.79	0.77	0.75	0.85	0.86	0.86	-0.01	0.0	0.02	0.03	0.04	0.82	0.82	0.83	0.18	0.71	0.97	1.27	1.47	0.36	0.27	0.25	0.15	0.44	0.53	0.6	0.64	0.27	0.22	0.2	-0.01	-0.0	0.02	0.03	0.04	0.97	0.97	0.97	-0.3	-0.27	-0.17	-0.19	-0.19	1.15	1.17	1.15	0.26	0.86	1.21	1.6	1.9	AT5G45470	E-
2911.0	37.07	37.07	26.86	334.4	297.34	358.82	322.98	482.32	404.44	300.26	233.95	188.89	164.87	156.22	271.4	287.73	287.53	282.32	231.3	189.75	158.96	141.7	43.01	43.61	41.82	36.56	35.16	33.76	32.8	32.34	36.01	36.34	36.34	263.7	198.78	155.13	132.07	123.88	235.38	251.39	251.19	17.94	2.64	-0.87	5.91	14.52	228.39	244.12	245.71	0.89	0.88	0.85	0.81	0.79	0.78	0.86	0.87	0.87	0.04	-0.02	-0.06	-0.01	0.04	0.84	0.84	0.85	0.14	0.49	0.86	1.14	1.28	0.27	0.19	0.19	0.09	0.32	0.47	0.55	0.58	0.19	0.14	0.14	0.04	-0.04	-0.08	-0.04	0.03	0.97	0.97	0.98	-0.11	-0.75	-1.17	-0.95	-0.59	1.17	1.2	1.16	0.33	0.65	1.07	1.61	1.98	AT5G45470	E-
1819.0	40.55	40.55	29.76	382.86	342.31	406.29	360.79	526.87	449.28	346.44	269.73	214.11	187.42	175.32	301.17	327.04	330.56	323.91	264.33	213.1	175.53	156.53	47.03	49.57	48.81	40.07	38.61	37.07	36.04	35.54	39.3	39.77	39.8	306.37	231.12	177.04	151.38	139.78	261.87	287.27	290.76	22.53	5.4	1.01	11.9	18.79	254.13	277.47	281.75	0.89	0.88	0.85	0.82	0.8	0.79	0.87	0.88	0.88	0.05	-0.01	-0.03	0.03	0.07	0.84	0.85	0.85	0.13	0.46	0.85	1.14	1.3	0.3	0.19	0.18	0.09	0.32	0.48	0.56	0.59	0.23	0.15	0.14	0.05	-0.01	-0.05	0.02	0.07	0.97	0.97	0.97	0.14	-0.48	-0.77	-0.42	-0.24	1.18	1.24	1.23	0.3	0.62	1.05	1.62	2.0	AT5G45470	E-
1053.0	86.12	86.12	72.37	721.38	635.26	744.66	688.02	895.3	799.22	655.97	453.86	385.78	335.26	321.3	525.75	591.5	608.89	616.67	455.16	362.94	307.03	285.21	99.08	105.98	104.99	85.09	80.23	77.71	75.28	74.53	82.34	83.85	84.21	570.88	373.64	308.07	259.98	246.78	443.41	507.65	524.69	39.31	-1.3	22.84	28.23	36.09	426.67	485.52	503.9	0.88	0.87	0.82	0.8	0.77	0.76	0.84	0.86	0.86	0.05	-0.02	0.05	0.07	0.1	0.81	0.82	0.83	0.11	0.61	0.9	1.19	1.3	0.39	0.23	0.2	0.09	0.41	0.52	0.59	0.61	0.3	0.2	0.17	0.06	-0.02	0.05	0.08	0.12	0.96	0.96	0.96	0.34	-0.27	0.11	0.16	0.28	1.16	1.22	1.21	0.22	0.67	1.1	1.51	1.72	AT5G45470	E-
2114.0	79.52	79.52	66.18	648.28	568.76	683.07	632.19	818.22	731.03	598.53	449.2	359.24	306.78	284.14	526.52	558.8	566.37	578.85	440.37	346.79	290.92	261.97	93.27	95.81	94.83	78.71	75.24	72.07	69.58	68.25	77.22	77.94	78.08	519.82	373.97	287.17	237.2	215.88	449.31	480.86	488.29	19.68	8.83	12.45	15.86	22.17	433.26	463.0	471.55	0.88	0.87	0.83	0.8	0.77	0.76	0.85	0.86	0.86	0.03	0.01	0.02	0.04	0.06	0.82	0.83	0.83	0.09	0.46	0.83	1.15	1.33	0.24	0.17	0.15	0.08	0.34	0.5	0.59	0.63	0.21	0.15	0.14	0.03	0.01	0.02	0.04	0.07	0.96	0.96	0.97	0.12	-0.07	-0.04	-0.02	0.09	1.17	1.19	1.18	0.19	0.58	1.02	1.43	1.72	AT5G45470	E-
1499.0	67.3	67.3	54.68	587.83	520.53	613.83	565.69	743.7	659.28	542.53	433.97	356.58	306.9	288.14	478.64	512.73	521.92	518.18	424.5	339.19	287.51	263.97	84.76	84.13	84.75	66.63	64.56	62.43	60.59	59.75	65.52	66.16	66.3	475.89	369.41	294.16	246.31	228.39	413.11	446.57	455.61	24.35	9.47	17.39	19.39	24.16	393.88	428.6	437.17	0.88	0.88	0.85	0.82	0.8	0.79	0.86	0.87	0.87	0.04	0.01	0.03	0.05	0.07	0.82	0.84	0.84	0.09	0.37	0.68	0.96	1.09	0.24	0.16	0.14	0.08	0.29	0.44	0.53	0.57	0.2	0.14	0.12	0.04	0.01	0.04	0.06	0.08	0.95	0.96	0.96	0.24	-0.06	0.04	0.07	0.16	1.24	1.24	1.24	0.2	0.48	0.86	1.22	1.45	AT5G45470	E-
184.0	71.03	71.03	57.97	600.82	529.79	638.85	588.42	770.33	685.85	545.75	453.35	371.31	320.76	302.5	498.3	529.44	532.89	531.99	426.39	336.38	291.99	254.7	85.95	91.23	93.61	70.16	68.26	65.94	63.99	63.25	69.26	69.87	69.93	475.59	385.09	305.37	256.78	239.25	429.04	459.57	462.96	13.76	26.96	34.93	28.78	47.8	412.35	438.21	439.28	0.88	0.87	0.85	0.82	0.8	0.79	0.86	0.87	0.87	0.02	0.05	0.07	0.07	0.14	0.83	0.83	0.82	0.11	0.34	0.64	0.91	1.03	0.22	0.15	0.13	0.1	0.27	0.43	0.52	0.55	0.18	0.12	0.12	0.02	0.05	0.09	0.09	0.17	0.96	0.95	0.95	0.02	0.23	0.23	0.27	0.51	1.2	1.25	1.29	0.22	0.52	0.95	1.25	1.61	AT5G45470	E-
